commence_time,commence_ny,bookmaker_id,bookmaker,last_update_api,last_update_markets,market,home_team,home_abbr,away_team,away_abbr,name,price,point
2025-09-05T00:20:00Z,2025-09-04,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,1.91,7
2025-09-05T00:20:00Z,2025-09-04,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Philadelphia Eagles,1.91,-7
2025-09-05T00:20:00Z,2025-09-04,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Over,1.91,46.5
2025-09-05T00:20:00Z,2025-09-04,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Under,1.91,46.5
2025-09-05T00:20:00Z,2025-09-04,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,1.91,7
2025-09-05T00:20:00Z,2025-09-04,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Philadelphia Eagles,2,-7
2025-09-05T00:20:00Z,2025-09-04,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Over,1.93,47
2025-09-05T00:20:00Z,2025-09-04,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Under,1.93,47
2025-09-05T00:20:00Z,2025-09-04,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,1.87,7
2025-09-05T00:20:00Z,2025-09-04,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Philadelphia Eagles,1.95,-7
2025-09-05T00:20:00Z,2025-09-04,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Over,1.91,47
2025-09-05T00:20:00Z,2025-09-04,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Under,1.91,47
2025-09-05T00:20:00Z,2025-09-04,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,1.95,7
2025-09-05T00:20:00Z,2025-09-04,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Philadelphia Eagles,1.87,-7
2025-09-05T00:20:00Z,2025-09-04,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Over,1.87,46.5
2025-09-05T00:20:00Z,2025-09-04,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Under,1.95,46.5
2025-09-05T00:20:00Z,2025-09-04,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,1.98,6.5
2025-09-05T00:20:00Z,2025-09-04,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Philadelphia Eagles,1.83,-6.5
2025-09-05T00:20:00Z,2025-09-04,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Over,1.87,46.5
2025-09-05T00:20:00Z,2025-09-04,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Under,1.95,46.5
2025-09-05T00:20:00Z,2025-09-04,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,1.85,7
2025-09-05T00:20:00Z,2025-09-04,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Philadelphia Eagles,1.94,-7
2025-09-05T00:20:00Z,2025-09-04,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Over,1.89,46.5
2025-09-05T00:20:00Z,2025-09-04,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Under,1.89,46.5
2025-09-05T00:20:00Z,2025-09-04,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,1.87,7
2025-09-05T00:20:00Z,2025-09-04,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,spreads,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Philadelphia Eagles,1.95,-7
2025-09-05T00:20:00Z,2025-09-04,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Over,1.91,47
2025-09-05T00:20:00Z,2025-09-04,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,totals,Philadelphia Eagles,Philadelphia Eagles,Dallas Cowboys,Dallas Cowboys,Under,1.91,47
2025-09-06T00:00:00Z,2025-09-05,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Kansas City Chiefs,1.87,-2.5
2025-09-06T00:00:00Z,2025-09-05,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Los Angeles Chargers,1.95,2.5
2025-09-06T00:00:00Z,2025-09-05,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Over,1.95,45.5
2025-09-06T00:00:00Z,2025-09-05,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Under,1.87,45.5
2025-09-06T00:00:00Z,2025-09-05,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Kansas City Chiefs,1.95,-2.5
2025-09-06T00:00:00Z,2025-09-05,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Los Angeles Chargers,1.95,2.5
2025-09-06T00:00:00Z,2025-09-05,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Over,1.93,45.5
2025-09-06T00:00:00Z,2025-09-05,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Under,1.93,45.5
2025-09-06T00:00:00Z,2025-09-05,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Kansas City Chiefs,1.91,-2.5
2025-09-06T00:00:00Z,2025-09-05,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Los Angeles Chargers,1.91,2.5
2025-09-06T00:00:00Z,2025-09-05,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Over,1.91,45.5
2025-09-06T00:00:00Z,2025-09-05,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Under,1.91,45.5
2025-09-06T00:00:00Z,2025-09-05,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Kansas City Chiefs,1.95,-3
2025-09-06T00:00:00Z,2025-09-05,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Los Angeles Chargers,1.87,3
2025-09-06T00:00:00Z,2025-09-05,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Over,1.91,45.5
2025-09-06T00:00:00Z,2025-09-05,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Under,1.91,45.5
2025-09-06T00:00:00Z,2025-09-05,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Kansas City Chiefs,1.87,-2.5
2025-09-06T00:00:00Z,2025-09-05,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Los Angeles Chargers,1.93,2.5
2025-09-06T00:00:00Z,2025-09-05,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Over,1.92,45
2025-09-06T00:00:00Z,2025-09-05,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Under,1.88,45
2025-09-06T00:00:00Z,2025-09-05,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Kansas City Chiefs,1.83,-2.5
2025-09-06T00:00:00Z,2025-09-05,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Los Angeles Chargers,2,2.5
2025-09-06T00:00:00Z,2025-09-05,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Over,1.91,45.5
2025-09-06T00:00:00Z,2025-09-05,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Under,1.91,45.5
2025-09-06T00:00:00Z,2025-09-05,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Kansas City Chiefs,1.87,-2.5
2025-09-06T00:00:00Z,2025-09-05,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,spreads,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Los Angeles Chargers,1.95,2.5
2025-09-06T00:00:00Z,2025-09-05,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Over,1.91,45.5
2025-09-06T00:00:00Z,2025-09-05,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,totals,Los Angeles Chargers,Los Angeles Chargers,Kansas City Chiefs,Kansas City Chiefs,Under,1.91,45.5
2025-09-07T17:00:00Z,2025-09-07,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,1.91,-5.5
2025-09-07T17:00:00Z,2025-09-07,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,New Orleans Saints,1.91,5.5
2025-09-07T17:00:00Z,2025-09-07,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Over,1.91,42.5
2025-09-07T17:00:00Z,2025-09-07,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Under,1.91,42.5
2025-09-07T17:00:00Z,2025-09-07,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,1.95,-6
2025-09-07T17:00:00Z,2025-09-07,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,New Orleans Saints,1.95,6
2025-09-07T17:00:00Z,2025-09-07,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Over,1.93,42.5
2025-09-07T17:00:00Z,2025-09-07,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Under,1.93,42.5
2025-09-07T17:00:00Z,2025-09-07,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,1.91,-6
2025-09-07T17:00:00Z,2025-09-07,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,New Orleans Saints,1.91,6
2025-09-07T17:00:00Z,2025-09-07,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Over,1.91,42.5
2025-09-07T17:00:00Z,2025-09-07,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Under,1.91,42.5
2025-09-07T17:00:00Z,2025-09-07,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,1.87,-4.5
2025-09-07T17:00:00Z,2025-09-07,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,New Orleans Saints,1.95,4.5
2025-09-07T17:00:00Z,2025-09-07,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Over,1.87,41.5
2025-09-07T17:00:00Z,2025-09-07,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Under,1.95,41.5
2025-09-07T17:00:00Z,2025-09-07,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,1.91,-5.5
2025-09-07T17:00:00Z,2025-09-07,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,New Orleans Saints,1.88,5.5
2025-09-07T17:00:00Z,2025-09-07,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Over,1.89,41.5
2025-09-07T17:00:00Z,2025-09-07,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Under,1.91,41.5
2025-09-07T17:00:00Z,2025-09-07,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,1.91,-6
2025-09-07T17:00:00Z,2025-09-07,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,New Orleans Saints,1.91,6
2025-09-07T17:00:00Z,2025-09-07,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Over,1.87,42.5
2025-09-07T17:00:00Z,2025-09-07,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Under,1.95,42.5
2025-09-07T17:00:00Z,2025-09-07,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,1.91,-6
2025-09-07T17:00:00Z,2025-09-07,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,spreads,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,New Orleans Saints,1.91,6
2025-09-07T17:00:00Z,2025-09-07,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Over,1.91,42.5
2025-09-07T17:00:00Z,2025-09-07,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,totals,New Orleans Saints,New Orleans Saints,Arizona Cardinals,Arizona Cardinals,Under,1.91,42.5
2025-09-07T17:00:00Z,2025-09-07,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Atlanta Falcons,1.95,2.5
2025-09-07T17:00:00Z,2025-09-07,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,1.87,-2.5
2025-09-07T17:00:00Z,2025-09-07,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Over,1.91,48.5
2025-09-07T17:00:00Z,2025-09-07,draftkings,DraftKings,2025-06-27T22:49:05Z,2025-06-27T22:49:05Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Under,1.91,48.5
2025-09-07T17:00:00Z,2025-09-07,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Atlanta Falcons,1.95,1.5
2025-09-07T17:00:00Z,2025-09-07,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,1.87,-1.5
2025-09-07T17:00:00Z,2025-09-07,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Over,1.87,48.5
2025-09-07T17:00:00Z,2025-09-07,fanduel,FanDuel,2025-06-27T22:48:31Z,2025-06-27T22:48:31Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Under,1.95,48.5
2025-09-07T17:00:00Z,2025-09-07,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Atlanta Falcons,1.95,2.5
2025-09-07T17:00:00Z,2025-09-07,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,1.95,-2.5
2025-09-07T17:00:00Z,2025-09-07,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Over,1.88,49
2025-09-07T17:00:00Z,2025-09-07,lowvig,LowVig.ag,2025-06-27T22:49:34Z,2025-06-27T22:49:34Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Under,1.98,49
2025-09-07T17:00:00Z,2025-09-07,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Atlanta Falcons,1.91,2.5
2025-09-07T17:00:00Z,2025-09-07,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,1.91,-2.5
2025-09-07T17:00:00Z,2025-09-07,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Over,1.87,49
2025-09-07T17:00:00Z,2025-09-07,betonlineag,BetOnline.ag,2025-06-27T22:49:27Z,2025-06-27T22:49:27Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Under,1.95,49
2025-09-07T17:00:00Z,2025-09-07,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Atlanta Falcons,1.94,2.5
2025-09-07T17:00:00Z,2025-09-07,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,1.85,-2.5
2025-09-07T17:00:00Z,2025-09-07,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Over,1.89,49
2025-09-07T17:00:00Z,2025-09-07,betrivers,BetRivers,2025-06-27T22:49:30Z,2025-06-27T22:49:30Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Under,1.91,49
2025-09-07T17:00:00Z,2025-09-07,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Atlanta Falcons,1.91,2.5
2025-09-07T17:00:00Z,2025-09-07,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,1.91,-2.5
2025-09-07T17:00:00Z,2025-09-07,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Over,1.91,49.5
2025-09-07T17:00:00Z,2025-09-07,betmgm,BetMGM,2025-06-27T22:49:10Z,2025-06-27T22:49:10Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Under,1.91,49.5
2025-09-07T17:00:00Z,2025-09-07,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Atlanta Falcons,1.95,2.5
2025-09-07T17:00:00Z,2025-09-07,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,spreads,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Tampa Bay Buccaneers,1.87,-2.5
2025-09-07T17:00:00Z,2025-09-07,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Over,1.91,49.5
2025-09-07T17:00:00Z,2025-09-07,betus,BetUS,2025-06-27T22:48:54Z,2025-06-27T22:48:54Z,totals,Atlanta Falcons,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,Under,1.91,49.5
