Season,Week,Team,Spread Value,Offensive Power Rating,Offensive Pass EPA,Offensive Rush EPA,Offensive Run Rate Over Expected (%),Offensive Eckel Rate Over Expected (%),Offensive Points/Eckel ,Offensive Starting Field Position,Offensive Weighted EPA,Offensive Success Rate (%),Defensive Power Rating,Defensive Pass EPA,Defensive Rush EPA,Defensive Run Rate Over Expected (%),Defensive Eckel Rate Over Expected (%),Defensive Points/Eckel ,Defensive Starting Field Position,Defensive Weighted EPA,Defensive Success Rate (%)
2024,3,New Mexico State,-3.77357,24.46012,-0.00989079,0.101648441,0.122436107,-0.047737753,4.857142857,74.125,0.860815717,0.402985075,28.23369,0.216859737,0.114148912,-11.54765494,0.166471186,2.75,75.69230769,-0.742367397,0.366412214
2024,2,North Carolina,-3.7788,22.89815,-0.215867512,0.082350416,0.091630209,0.142741049,3.2,68.2,-0.850507162,0.328125,26.67695,0.13630138,0.134125577,0.325686029,0.047633048,2.5,74.66666667,-1.841068347,0.37037037
2024,3,North Texas,3.80074,33.69611,0.390103862,0.171656593,-0.156814447,0.337313876,4.117647059,65,3.890581729,0.448979592,29.89537,0.13699122,0.148373544,-8.346114302,0.157748082,4,70,-0.985283053,0.390728477
2024,2,Northern Illinois,8.45911,32.81334,0.732319229,0.297538399,0.031155445,0.384488342,4.8,68.09090909,4.902865235,0.564885496,24.35423,0.113580746,0.102111447,0.031759693,0.018892366,3.857142857,72.8,-1.114374867,0.378151261
2024,2,Northwestern,3.85137,23.50856,0.008872408,0.051613873,-0.045478078,0.084242944,3.3,75.1,-0.117566777,0.389312977,19.65719,0.158388223,-0.141152536,-14.60942437,-0.10521363,1.8,74.63636364,-1.661035052,0.372093023
2024,3,Notre Dame,12.81583,32.834,0.125133447,0.202734291,0.006233231,-0.023586643,5.166666667,78,0.854971884,0.368,20.01817,0.006635715,0.102796462,8.675262688,0.126360599,2.9,74.7,-0.576540192,0.401515152
2024,2,Ohio,-0.10015,28.34319,0.121189988,0.20396227,0.001152676,0.234713325,3.916666667,79.3,2.278210441,0.459259259,28.44334,0.477543112,0.062241576,-14.89085203,0.117584732,5.8,70,-0.165935884,0.454545455
2024,2,Ohio State,26.02793,37.3638,0.53707475,0.529021839,-0.056269742,0.292711147,6,71.1875,4.622838939,0.566176471,11.33587,-0.232707422,-0.066422049,7.423742575,-0.216308214,1,78,-2.594575858,0.297297297
2024,3,Oklahoma,13.70068,29.8266,0.068317907,0.161371364,-0.086127098,0.066928548,5.333333333,67.33333333,1.291789078,0.344,16.12592,0.098020449,-0.133895775,5.93531791,-0.134132165,3.2,82.83333333,-2.512141564,0.379032258
2024,3,Oklahoma State,2.22834,30.70034,0.337141809,-0.00930561,-0.106332946,0.221684307,4.692307692,78.5,1.906122215,0.398601399,28.472,0.208874881,0.092231757,-10.77997124,0.150438665,2.846153846,79.125,-0.35987686,0.386075949
2024,3,Old Dominion,-0.46099,25.12867,0.081923228,0.040901655,-0.042056433,-0.032100889,5.125,77.18181818,-0.733689331,0.366197183,25.58966,0.025928718,0.08786063,11.29587501,0.074560888,2.6,74.06666667,-1.08020071,0.357575758
2024,3,Ole Miss,18.00868,36.691,0.623895563,0.552720975,-0.078675603,0.39463329,5.473684211,71,6.202159255,0.606451613,18.68232,-0.08954578,-0.220834512,-6.446677496,-0.084510673,2.428571429,67.66666667,-2.374160824,0.26984127
2024,3,Oregon,11.9809,31.65414,0.388780408,0.080263541,-0.114795804,0.053467347,4.1,77.71428571,2.45786122,0.468531469,19.67324,-0.099581499,0.38084861,-9.203216254,-0.07094602,3.857142857,74.9,-0.978338098,0.302521008
2024,3,Oregon State,3.26025,29.41961,0.255224992,0.338294403,0.119938737,0.227968361,4.916666667,70.72727273,2.401985021,0.537414966,26.15936,0.106396014,0.083651257,-9.334668169,-0.117308754,2.8,76.6,-1.151119399,0.352380952
2024,2,Penn State,13.66217,33.88051,0.734706223,0.166985597,0.099418059,0.174805476,5.307692308,72.42857143,5.733647579,0.448275862,20.21834,0.200474822,0.051557067,-1.399005493,0.050884143,4.444444444,73.75,-1.303915945,0.376923077
2024,3,Pittsburgh,3.93108,30.51179,0.346004113,0.339795482,-0.142179332,0.302051553,5,74.5,2.993751669,0.513888889,26.58071,0.322668336,-0.128931165,-1.497603679,-0.010487701,5.125,66.5,-1.664671422,0.355072464
2024,3,Purdue,12.85498,31.91406,0.63187828,0.70819858,-0.146945359,0.31271684,6,68.22222222,6.49711387,0.587301587,19.05908,-0.033396143,-0.244280353,18.00924662,-0.264218876,0,76.75,-3.081590772,0.192307692
2024,3,Rice,1.09973,29.2432,0.028274064,0.538356499,-0.097760248,0.079358476,5.636363636,64.78571429,1.72010938,0.416,28.14347,0.020924566,0.025269962,1.916545139,-0.073887667,4.428571429,75.22222222,-1.934946364,0.285714286
2024,2,Rutgers,6.37878,29.95566,0.51918156,0.269979093,0.026825602,0.345489323,5.833333333,69.55555556,4.224871166,0.589552239,23.57688,-0.199264455,0.194173162,6.054523096,-0.021899634,4.428571429,83.2,-1.356005477,0.336134454
