market_line,true_line,cover_probability,push_probability,loss_probability
-18.5,18.0,0.02338691896027829,0.0007606781696101683,0.9758524055465114
-18.5,18.5,0.028945511912604454,0.0009381652144716503,1.1980230319700338
-18.5,19.0,0.023610603458824146,0.0007606781706725968,0.9756639419518975
-18.5,19.5,0.011004012479105872,0.000353261922338245,0.4545259258020293
-18.5,20.0,3.1941612440959666e-18,7.300365214148001e-20,2.4814677222761983e-17
-18.5,20.5,-0.002157712014873709,-6.917839193964397e-05,-0.08911135137313085
-18.5,21.0,1.3753697481041702e-19,-1.2768359935368535e-20,9.173366818764073e-18
-18.5,21.5,0.0005781610127419921,1.8536416754405464e-05,0.023877472434481673
-18.5,22.0,-2.083171654653545e-20,8.37106779903664e-22,3.1937377276223394e-18
-18.5,22.5,-0.00015493203609425935,-4.967275077977935e-06,-0.006398538364795736
-18.5,23.0,-1.971998580326418e-21,2.8390906574351292e-21,1.144765028214187e-18
-18.5,23.5,4.156713163504517e-05,1.3326835575062766e-06,0.0017166810247012964
-18.5,24.0,-1.773640669436202e-20,-3.8050308177439273e-22,-7.702705864093794e-20
-18.5,24.5,-1.1336490445921428e-05,-3.6345915204716687e-07,-0.0004681857340094446
-18.5,25.0,-7.862351722316528e-21,-4.827632850012608e-22,-8.684734687316748e-20
-18.5,25.5,3.778830148640468e-06,1.2115305068238853e-07,0.0001560619113364815
-18.5,26.0,-4.433688083284228e-22,-2.7090165061111656e-23,1.1519648082658485e-19
-18.5,26.5,-3.7788301486404728e-06,-1.2115305068238864e-07,-0.00015606191133648136
-18.5,27.0,0.0,0.0,0.0
-18.0,-19.0,0.5047,0.030500000000000006,0.46470000000000017
-18.0,-18.5,0.5099701618126794,0.02930887298300197,0.4607346031375347
-18.0,-18.0,0.48199999999999993,0.036000000000000004,0.482
-18.0,-17.5,0.43912983818732065,0.04424112701699801,0.5165653968624653
-18.0,-17.0,0.39970000000000006,0.047700000000000006,0.5525000000000001
-18.0,-16.5,0.37752298543803825,0.042576618949005926,0.579841309412604
-18.0,-16.0,0.36830000000000007,0.035199999999999995,0.5965
-18.0,-15.5,0.36272822006052663,0.03216489718697823,0.6051193654871186
-18.0,-15.0,0.34959999999999997,0.030999999999999993,0.6193999999999998
-18.0,-14.5,0.3223391343198551,0.028176292303081114,0.6494812286389209
-18.0,-14.0,0.2948,0.024999999999999994,0.6801999999999997
-18.0,-13.5,0.28124024266005276,0.02337993360069727,0.6953807199571967
-18.0,-13.0,0.27710000000000007,0.0228,0.7001000000000001
-18.0,-12.5,0.27484989503993396,0.022353973294129793,0.7027958915322916
-18.0,-12.0,0.27389999999999987,0.021999999999999992,0.7041
-18.0,-11.5,0.2735726771802116,0.021754173222783554,0.7046732139136372
-18.0,-11.0,0.26590000000000014,0.021,0.7131000000000004
-18.0,-10.5,0.24535939623921973,0.019291833814735974,0.7353487528131599
-18.0,-10.0,0.22350000000000003,0.0175,0.7590000000000001
-18.0,-9.5,0.2123897378629096,0.016540991518272544,0.7710692748337236
-18.0,-9.0,0.20909999999999995,0.016199999999999996,0.7747000000000004
-18.0,-8.5,0.2070691523091416,0.015981700112173838,0.7769491478519466
-18.0,-8.0,0.20020000000000002,0.015399999999999999,0.7844000000000001
-18.0,-7.5,0.18528365290052373,0.014194708033032088,0.8005216337584908
-18.0,-7.0,0.1702,0.013,0.8168000000000002
-18.0,-6.5,0.1629837360887634,0.012451967755697799,0.8245643171140915
-18.0,-6.0,0.1612,0.012299999999999998,0.8265000000000001
-18.0,-5.5,0.16058140274442279,0.012172420944176714,0.8272460977851441
-18.0,-5.0,0.15999999999999998,0.012099999999999998,0.8279000000000001
-18.0,-4.5,0.1585031529335457,0.012108348467595344,0.8293887917453321
-18.0,-4.0,0.1527,0.011799999999999996,0.8355000000000002
-18.0,-3.5,0.1406434855213947,0.010881685185441895,0.8484737352335276
-18.0,-3.0,0.12860000000000002,0.009900000000000003,0.8615000000000005
-18.0,-2.5,0.12281040498087571,0.009427410790637065,0.8677662673205578
-18.0,-2.0,0.12119999999999999,0.009299999999999998,0.8695000000000002
-18.0,-1.5,0.12042739455510248,0.00923367165200983,0.8703236954842419
-18.0,-1.0,0.1204,0.0092,0.8704000000000002
-18.0,-0.5,0.12139251679871434,0.009212902601323594,0.869463950742475
-18.0,0.0,0.1219,0.0092,0.869
-18.0,0.5,0.12066503825004023,0.009102217942695782,0.8702455015458588
-18.0,1.0,0.11919999999999999,0.008999999999999998,0.8717000000000001
-18.0,1.5,0.11852233020112479,0.008928225627893272,0.8724165430740901
-18.0,2.0,0.1149,0.008600000000000003,0.8763999999999997
-18.0,2.5,0.10543314094546068,0.0078098795457311404,0.88671332615778
-18.0,3.0,0.09529999999999997,0.006999999999999999,0.8977
-18.0,3.5,0.09003260601703245,0.006619756189182172,0.9033551522947892
-18.0,4.0,0.08850000000000001,0.006500000000000001,0.9050000000000001
-18.0,4.5,0.08817393498640946,0.006386095697540172,0.905441064663064
-18.0,5.0,0.08760000000000003,0.0063,0.9061
-18.0,5.5,0.08564665403732982,0.006273361020657145,0.9080680890529547
-18.0,6.0,0.08140000000000001,0.0060999999999999995,0.9125
-18.0,6.5,0.07471444886427128,0.005620460219831251,0.9197240791251169
-18.0,7.0,0.0683,0.005100000000000001,0.9266999999999999
-18.0,7.5,0.06480805050558504,0.004819798100017858,0.9304355944465772
-18.0,8.0,0.06380000000000001,0.004700000000000002,0.9315000000000001
-18.0,8.5,0.06370334911338851,0.004587847380097326,0.9316835430885734
-18.0,9.0,0.06149999999999999,0.0044,0.9341
-18.0,9.5,0.055266053040860894,0.00410381237959284,0.9406802331991284
-18.0,10.0,0.0489,0.003799999999999999,0.9472999999999999
-18.0,10.5,0.04643243872316792,0.003596903101531315,0.9497955241149123
-18.0,11.0,0.04660000000000001,0.0035,0.9499
-18.0,11.5,0.047091692066467426,0.0034835752142818987,0.950075170341222
-18.0,12.0,0.04670000000000001,0.003499999999999999,0.9497999999999999
-18.0,12.5,0.0447757930109624,0.0034937960413410868,0.9493037945201994
-18.0,13.0,0.0418,0.0033999999999999994,0.9548000000000002
-18.0,13.5,0.038517635889683016,0.0031787406203537517,0.9673721515779808
-18.0,14.0,0.03560000000000001,0.0029,0.9616
-18.0,14.5,0.033728663430305554,0.0026787414772439064,0.9300325991678785
-18.0,15.0,0.03370000000000001,0.0026999999999999997,0.9636
-18.0,15.5,0.034617710389094794,0.002956293470670624,1.0878849517505054
-18.0,16.0,0.028699999999999993,0.0026,0.9687
-18.0,16.5,0.011650495013315285,0.001096084640073594,0.39399009383009986
-18.0,17.0,-1.111307226797642e-18,-1.1350241493207625e-19,8.673617379884035e-18
-18.0,17.5,0.008480309557644049,0.0007343679690349971,0.3633796729290952
-18.0,18.0,0.023799999999999998,0.0021000000000000003,0.9741000000000001
-18.0,18.5,0.029440766756108513,0.0025914434837864177,1.1958537144535193
-18.0,19.0,0.024000000000000004,0.0021,0.9739000000000002
-18.0,19.5,0.011181623417921886,0.0009748580958193316,0.4537054692568277
-18.0,20.0,1.7279472123987727e-18,8.258571235729428e-20,1.984089975648473e-17
-18.0,20.5,-0.0021922604277960557,-0.00019087586706374387,-0.08895059148082994
-18.0,21.0,1.5161889755851976e-19,-3.891057601449442e-21,8.117963766485214e-18
-18.0,21.5,0.0005874182932623408,5.114537243564416e-05,0.023834396666492088
-18.0,22.0,7.72917564369549e-20,3.441071348220595e-22,3.757438154020076e-18
-18.0,22.5,-0.00015741274525330696,-1.3705622678832741e-05,-0.006386995185138399
-18.0,23.0,1.514071393217062e-20,1.2192642229031628e-21,9.181837148236616e-19
-18.0,23.5,4.223268775088724e-05,3.677118279686833e-06,0.0017135840740615225
-18.0,24.0,-8.695322599157427e-21,-1.4558378780933287e-21,-1.0460856898590609e-19
-18.0,24.5,-1.151800575024199e-05,-1.0028504399145928e-06,-0.00046734111110768807
-18.0,25.0,-5.56527116125677e-21,-7.386722870098537e-22,-1.0354977780183822e-19
-18.0,25.5,3.8393352500806574e-06,3.3428347997153035e-07,0.0001557803703692293
-18.0,26.0,8.999725064576941e-22,1.0091603473146938e-22,6.776263578034403e-20
-18.0,26.5,-3.839335250080657e-06,-3.342834799715303e-07,-0.0001557803703692292
-18.0,27.0,0.0,0.0,0.0
-17.5,-19.0,0.5181626904080061,0.049231866716953177,0.4325177911007957
-17.5,-18.5,0.5221449656575218,0.046628121341157895,0.4312229110321787
-17.5,-18.0,0.4976870802543154,0.05600658195000343,0.4462552094097749
-17.5,-17.5,0.4594102607645383,0.06821663448129818,0.4722371845397353
-17.5,-17.0,0.4219357337543422,0.07410766487285045,0.5037913347282109
-17.5,-16.5,0.3968244285021695,0.06804366509066023,0.5350481247659806
-17.5,-16.0,0.3833960851356248,0.058447051213494056,0.5581698853823358
-17.5,-15.5,0.3761193867346194,0.054318264823653734,0.5695893000875375
-17.5,-15.0,0.3622999773391312,0.05291142540481604,0.5847885975772201
-17.5,-14.5,0.3333150322439768,0.04982603198144423,0.6168515818236615
-17.5,-14.0,0.3039908908032613,0.04578942383977278,0.6502188127203493
-17.5,-13.5,0.28985349183066444,0.042479810960561415,0.6676682895234102
-17.5,-13.0,0.2857780079188757,0.04025104584089961,0.6739710130183256
-17.5,-12.5,0.28342979185546896,0.039046847743705974,0.6775220282903343
-17.5,-12.0,0.282285683428548,0.03849476047888567,0.6792195560943498
-17.5,-11.5,0.2818460481790047,0.038020292186949335,0.6801374786739643
-17.5,-11.0,0.27389386765835655,0.036556983783843346,0.6895491485578005
-17.5,-10.5,0.25269134032479146,0.033463527689115216,0.713829685440534
-17.5,-10.0,0.2301349162525557,0.030291189561282045,0.7395618073960213
-17.5,-9.5,0.2186619985470525,0.028632500914720773,0.7527367369237838
-17.5,-9.0,0.21523955082225388,0.028052483448278497,0.7567721158468289
-17.5,-8.5,0.213094480617272,0.027639492369643956,0.7593062100821882
-17.5,-8.0,0.20596391066321132,0.026602726737402226,0.7674333625995057
-17.5,-7.5,0.19056294712999433,0.02454300061259424,0.7848850043344263
-17.5,-7.0,0.17500841475082304,0.022506744215188026,0.8024848410339893
-17.5,-6.5,0.16756859288522108,0.02153986709383289,0.8108938753219535
-17.5,-6.0,0.1657158608347187,0.021240579952976218,0.8130300225175655
-17.5,-5.5,0.165044782516272,0.021009634789595086,0.8138983526508352
-17.5,-5.0,0.16443456036653348,0.0209056476149874,0.8145956418993352
-17.5,-4.5,0.1629378526678813,0.020963737183022378,0.8160616454315864
-17.5,-4.0,0.15701650256590044,0.02046716920353392,0.82251632823234
-17.5,-3.5,0.1446161746983749,0.018884209256726164,0.8365078903204894
-17.5,-3.0,0.13220863480867825,0.017174975448319686,0.8506172620352641
-17.5,-2.5,0.12624832287988055,0.01634878427128799,0.8573994302185076
-17.5,-2.0,0.12459427474824794,0.016119893242099843,0.8592728774021811
-17.5,-1.5,0.12379475298498373,0.01599418631123579,0.8601800997323881
-17.5,-1.0,0.1237503312478437,0.015939112141728058,0.860296152121682
-17.5,-0.5,0.12474555114277223,0.015994827946143896,0.8593210108394655
-17.5,0.0,0.1252485149819153,0.01603076042263904,0.8588217788160805
-17.5,0.5,0.12397968286301256,0.01592872576051578,0.8601135269844651
-17.5,1.0,0.12248538531997602,0.01579082862807429,0.8616360716269978
-17.5,1.5,0.12180002445973166,0.015653679309024608,0.8624242707636343
-17.5,2.0,0.11808441824508796,0.015071622069718451,0.8667684040151905
-17.5,2.5,0.1083558357524685,0.013733348941021089,0.8779299059372893
-17.5,3.0,0.09793093465687344,0.012347209029210262,0.8897994092239152
-17.5,3.5,0.09249272105045357,0.0116370560383334,0.8959073605953153
-17.5,4.0,0.09089020609538442,0.011369104988104043,0.8977142647384198
-17.5,4.5,0.0905408473756119,0.011168031372774641,0.8982595202775816
-17.5,5.0,0.08996988309213792,0.011049991269087105,0.8989680436201554
-17.5,5.5,0.08802211892582425,0.011030355171571578,0.900935780912834
-17.5,6.0,0.08371284985991605,0.010729870663421731,0.9055572794766621
-17.5,6.5,0.07684941715105255,0.009864790566738555,0.9133372903021342
-17.5,7.0,0.07023685784706563,0.008928011570588831,0.9209227778831875
-17.5,7.5,0.06662832509529037,0.008440625577858242,0.9249871611097326
-17.5,8.0,0.06557174064988182,0.008259861479742326,0.9261674629521212
-17.5,8.5,0.06545103816569399,0.008100824275509653,0.9264199796558409
-17.5,9.0,0.06319943029355689,0.007773986408410984,0.9290144964864886
-17.5,9.5,0.056861429804604076,0.007197789407999777,0.9359675154311147
-17.5,10.0,0.05037747095520763,0.006627183705058,0.9429689163424765
-17.5,10.5,0.04782827456041438,0.006319421942272562,0.9456626724511473
-17.5,11.0,0.04795978618473176,0.006204456708721598,0.9458357526332621
-17.5,11.5,0.04845594146274972,0.00615470631217168,0.9460435178621336
-17.5,12.0,0.04808741155992754,0.0061397519887518535,0.9457719018542333
-17.5,12.5,0.046177650136885386,0.006126491431616883,0.9452611957612578
-17.5,13.0,0.04317450530401774,0.005973925233661963,0.9508385477326498
-17.5,13.5,0.03980189686708592,0.005575714332903864,0.9636777047550474
-17.5,14.0,0.036763636963544385,0.005072058148105271,0.9582519521661336
-17.5,14.5,0.03479515095827156,0.00468751468870662,0.9269434811329731
-17.5,15.0,0.03477842479414868,0.004737537846113469,0.960470567789118
-17.5,15.5,0.03581909487321966,0.005194959048017433,1.0844375677215388
-17.5,16.0,0.02977083885617661,0.004571223985289225,0.9656570693643901
-17.5,16.5,0.012103057163978026,0.001929346653019562,0.39270469881797493
-17.5,17.0,1.0842021724855044e-19,-3.3881317890172014e-19,-1.1102230246251565e-16
-17.5,17.5,0.00879383451558193,0.001280962940212741,0.36252099115485786
-17.5,18.0,0.02469354587149908,0.0036707792947016974,0.9716356700162795
-17.5,18.5,0.030550143233040748,0.004530542468156672,1.192797259590769
-17.5,19.0,0.024905913774116533,0.003670779292789326,0.9714099044865844
-17.5,19.5,0.011604039033399963,0.0017038481261972677,0.45254599717780064
-17.5,20.0,9.283481101907132e-19,3.9387032047324966e-20,-5.854691731421724e-18
-17.5,20.5,-0.0022751040321181636,-0.00033359709433871483,-0.08872331415100618
-17.5,21.0,7.657177843178875e-19,3.271664758769735e-20,-9.75781955236954e-19
-17.5,21.5,0.0006096163168372673,8.938766275625811e-05,0.023773497487047195
-17.5,22.0,3.2864878353466853e-19,1.6623021589865644e-20,3.550762114890027e-18
-17.5,22.5,-0.00016336123523090138,-2.3953556686317522e-05,-0.006370675797182579
-17.5,23.0,4.446922973085077e-20,2.157287037538296e-21,1.1485766764768313e-18
-17.5,23.5,4.3828624086339445e-05,6.42656398901202e-06,0.0017092057016831312
-17.5,24.0,1.2176098616780567e-21,-2.7958704704292335e-21,-1.1689054672109345e-19
-17.5,24.5,-1.195326111445621e-05,-1.7526992697305534e-06,-0.00046614700954994523
-17.5,25.0,-2.2499312661442353e-21,-5.806807900122254e-22,-2.0244087439377778e-19
-17.5,25.5,3.984420371485403e-06,5.842330899101837e-07,0.0001553823365166482
-17.5,26.0,3.0704944337968387e-21,4.1028158382630173e-22,3.3881317890172014e-20
-17.5,26.5,-3.984420371485399e-06,-5.842330899101834e-07,-0.0001553823365166482
-17.5,27.0,0.0,0.0,0.0
-17.0,-19.0,0.5383558940586772,0.0615677630523612,0.4000205175125255
-17.0,-18.5,0.5403027381634034,0.05791841148338163,0.4017468868056838
-17.0,-18.0,0.520954809341005,0.06853392346667278,0.41040926117293314
