Spread_Bin,Market_Total,True_Total,Over_probability,Under_probability,Push_probability
1,50,56,0.65248197,0.32324547,0.02427256
1,50,56.5,0.66559813,0.31050778,0.02389409
1,50,57,0.67851561,0.2979928,0.02349158
1,50,57.5,0.691221,0.28571256,0.02306645
1,50,58,0.70370162,0.27367821,0.02262017
1,50,58.5,0.71594563,0.26190008,0.0221543
1,50,59,0.727942,0.2503876,0.0216704
1,50,59.5,0.73968058,0.23914932,0.0211701
1,50,60,0.7511521,0.22819285,0.02065505
1,50.5,40.5,0.23794844,0.76205156,0
1,50.5,41,0.24905103,0.75094897,0
1,50.5,41.5,0.26042997,0.73957003,0
1,50.5,42,0.27207739,0.72792261,0
1,50.5,42.5,0.28398451,0.71601549,0
1,50.5,43,0.29614167,0.70385833,0
1,50.5,43.5,0.30853834,0.69146166,0
1,50.5,44,0.32116314,0.67883686,0
1,50.5,44.5,0.33400387,0.66599613,0
1,50.5,45,0.34704755,0.65295245,0
1,50.5,45.5,0.36028047,0.63971953,0
1,50.5,46,0.37368818,0.62631182,0
1,50.5,46.5,0.3872556,0.6127444,0
1,50.5,47,0.40096702,0.59903298,0
1,50.5,47.5,0.41480619,0.58519381,0
1,50.5,48,0.42875634,0.57124366,0
1,50.5,48.5,0.4428003,0.5571997,0
1,50.5,49,0.45692049,0.54307951,0
1,50.5,49.5,0.47109906,0.52890094,0
1,50.5,50,0.48531789,0.51468211,0
1,50.5,50.5,0.49955871,0.50044129,0
1,50.5,51,0.51380316,0.48619684,0
1,50.5,51.5,0.52803285,0.47196715,0
1,50.5,52,0.54222944,0.45777056,0
1,50.5,52.5,0.55637471,0.44362529,0
1,50.5,53,0.57045063,0.42954937,0
1,50.5,53.5,0.58443945,0.41556055,0
1,50.5,54,0.59832372,0.40167628,0
1,50.5,54.5,0.61208641,0.38791359,0
1,50.5,55,0.62571096,0.37428904,0
1,50.5,55.5,0.63918131,0.36081869,0
1,50.5,56,0.65248197,0.34751803,0
1,50.5,56.5,0.66559813,0.33440187,0
1,50.5,57,0.67851561,0.32148439,0
1,50.5,57.5,0.691221,0.308779,0
1,50.5,58,0.70370162,0.29629838,0
1,50.5,58.5,0.71594563,0.28405437,0
1,50.5,59,0.727942,0.272058,0
1,50.5,59.5,0.73968058,0.26031942,0
1,50.5,60,0.7511521,0.2488479,0
1,50.5,60.5,0.76234819,0.23765181,0
1,51,41,0.22397369,0.75094897,0.02507734
1,51,41.5,0.23472635,0.73957003,0.02570362
1,51,42,0.24576446,0.72792261,0.02631293
1,51,42.5,0.25708123,0.71601549,0.02690329
1,51,43,0.26866897,0.70385833,0.0274727
1,51,43.5,0.2805191,0.69146166,0.02801924
1,51,44,0.29262212,0.67883686,0.02854101
1,51,44.5,0.30496769,0.66599613,0.02903618
1,51,45,0.31754459,0.65295245,0.02950297
1,51,45.5,0.33034078,0.63971953,0.02993969
1,51,46,0.34334345,0.62631182,0.03034473
1,51,46.5,0.356539,0.6127444,0.03071661
1,51,47,0.36991312,0.59903298,0.0310539
1,51,47.5,0.38345084,0.58519381,0.03135535
1,51,48,0.39713657,0.57124366,0.03161978
1,51,48.5,0.41095413,0.5571997,0.03184617
1,51,49,0.42488685,0.54307951,0.03203364
1,51,49.5,0.43891761,0.52890094,0.03218144
1,51,50,0.4530289,0.51468211,0.03228899
1,51,50.5,0.46720288,0.50044129,0.03235583
1,51,51,0.48142146,0.48619684,0.0323817
1,51,51.5,0.4956664,0.47196715,0.03236646
1,51,52,0.5099193,0.45777056,0.03231014
1,51,52.5,0.52416177,0.44362529,0.03221294
1,51,53,0.53837542,0.42954937,0.03207521
1,51,53.5,0.55254199,0.41556055,0.03189746
1,51,54,0.56664338,0.40167628,0.03168034
1,51,54.5,0.58066175,0.38791359,0.03142466
1,51,55,0.59457959,0.37428904,0.03113137
1,51,55.5,0.60837974,0.36081869,0.03080156
1,51,56,0.62204552,0.34751803,0.03043645
1,51,56.5,0.63556076,0.33440187,0.03003737
1,51,57,0.64890983,0.32148439,0.02960578
1,51,57.5,0.66207775,0.308779,0.02914324
1,51,58,0.67505021,0.29629838,0.02865141
1,51,58.5,0.6878136,0.28405437,0.02813202
1,51,59,0.7003551,0.272058,0.0275869
1,51,59.5,0.71266267,0.26031942,0.02701791
1,51,60,0.72472509,0.2488479,0.02642701
1,51,60.5,0.73653203,0.23765181,0.02581615
1,51,61,0.74807402,0.22673862,0.02518736
1,51.5,41.5,0.23472635,0.76527365,0
1,51.5,42,0.24576446,0.75423554,0
1,51.5,42.5,0.25708123,0.74291877,0
1,51.5,43,0.26866897,0.73133103,0
1,51.5,43.5,0.2805191,0.7194809,0
1,51.5,44,0.29262212,0.70737788,0
1,51.5,44.5,0.30496769,0.69503231,0
1,51.5,45,0.31754459,0.68245541,0
1,51.5,45.5,0.33034078,0.66965922,0
1,51.5,46,0.34334345,0.65665655,0
1,51.5,46.5,0.356539,0.643461,0
1,51.5,47,0.36991312,0.63008688,0
1,51.5,47.5,0.38345084,0.61654916,0
1,51.5,48,0.39713657,0.60286343,0
1,51.5,48.5,0.41095413,0.58904587,0
1,51.5,49,0.42488685,0.57511315,0
1,51.5,49.5,0.43891761,0.56108239,0
1,51.5,50,0.4530289,0.5469711,0
1,51.5,50.5,0.46720288,0.53279712,0
1,51.5,51,0.48142146,0.51857854,0
1,51.5,51.5,0.4956664,0.5043336,0
1,51.5,52,0.5099193,0.4900807,0
1,51.5,52.5,0.52416177,0.47583823,0
1,51.5,53,0.53837542,0.46162458,0
1,51.5,53.5,0.55254199,0.44745801,0
1,51.5,54,0.56664338,0.43335662,0
1,51.5,54.5,0.58066175,0.41933825,0
1,51.5,55,0.59457959,0.40542041,0
1,51.5,55.5,0.60837974,0.39162026,0
1,51.5,56,0.62204552,0.37795448,0
1,51.5,56.5,0.63556076,0.36443924,0
1,51.5,57,0.64890983,0.35109017,0
1,51.5,57.5,0.66207775,0.33792225,0
1,51.5,58,0.67505021,0.32494979,0
1,51.5,58.5,0.6878136,0.3121864,0
1,51.5,59,0.7003551,0.2996449,0
1,51.5,59.5,0.71266267,0.28733733,0
1,51.5,60,0.72472509,0.27527491,0
1,51.5,60.5,0.73653203,0.26346797,0
1,51.5,61,0.74807402,0.25192598,0
1,51.5,61.5,0.75934247,0.24065753,0
1,52,42,0.22501784,0.75423554,0.02074662
1,52,42.5,0.2358157,0.74291877,0.02126553
1,52,43,0.24689863,0.73133103,0.02177034
1,52,43.5,0.25825972,0.7194809,0.02225938
1,52,44,0.2698911,0.70737788,0.02273102
1,52,44.5,0.28178403,0.69503231,0.02318366
1,52,45,0.29392887,0.68245541,0.02361571
1,52,45.5,0.30631511,0.66965922,0.02402567
1,52,46,0.31893138,0.65665655,0.02441207
1,52,46.5,0.3317655,0.643461,0.0247735
1,52,47,0.34480448,0.63008688,0.02510864
1,52,47.5,0.35803459,0.61654916,0.02541625
1,52,48,0.37144139,0.60286343,0.02569518
1,52,48.5,0.38500977,0.58904587,0.02594436
1,52,49,0.39872401,0.57511315,0.02616284
1,52,49.5,0.41256783,0.56108239,0.02634978
1,52,50,0.42652444,0.5469711,0.02650445
1,52,50.5,0.44057663,0.53279712,0.02662624
1,52,51,0.45470679,0.51857854,0.02671467
1,52,51.5,0.46889702,0.5043336,0.02676938
1,52,52,0.48312917,0.4900807,0.02679013
1,52,52.5,0.49738493,0.47583823,0.02677684
1,52,53,0.51164589,0.46162458,0.02672953
1,52,53.5,0.52589361,0.44745801,0.02664838
1,52,54,0.5401097,0.43335662,0.02653368
1,52,54.5,0.5542759,0.41933825,0.02638585
1,52,55,0.56837413,0.40542041,0.02620545
1,52,55.5,0.58238658,0.39162026,0.02599316
1,52,56,0.59629576,0.37795448,0.02574976
1,52,56.5,0.61008459,0.36443924,0.02547617
1,52,57,0.62373645,0.35109017,0.02517338
1,52,57.5,0.63723522,0.33792225,0.02484253
1,52,58,0.65056539,0.32494979,0.02448482
1,52,58.5,0.66371207,0.3121864,0.02410154
1,52,59,0.67666104,0.2996449,0.02369406
1,52,59.5,0.68939883,0.28733733,0.02326384
1,52,60,0.70191272,0.27527491,0.02281237
1,52,60.5,0.71419081,0.26346797,0.02234122
1,52,61,0.72622203,0.25192598,0.02185199
1,52,61.5,0.73799616,0.24065753,0.02134631
1,52,62,0.74950389,0.22967026,0.02082585
1,52.5,42.5,0.2358157,0.7641843,0
1,52.5,43,0.24689863,0.75310137,0
1,52.5,43.5,0.25825972,0.74174028,0
1,52.5,44,0.2698911,0.7301089,0
1,52.5,44.5,0.28178403,0.71821597,0
1,52.5,45,0.29392887,0.70607113,0
1,52.5,45.5,0.30631511,0.69368489,0
1,52.5,46,0.31893138,0.68106862,0
1,52.5,46.5,0.3317655,0.6682345,0
1,52.5,47,0.34480448,0.65519552,0
1,52.5,47.5,0.35803459,0.64196541,0
1,52.5,48,0.37144139,0.62855861,0
1,52.5,48.5,0.38500977,0.61499023,0
1,52.5,49,0.39872401,0.60127599,0
1,52.5,49.5,0.41256783,0.58743217,0
1,52.5,50,0.42652444,0.57347556,0
1,52.5,50.5,0.44057663,0.55942337,0
1,52.5,51,0.45470679,0.54529321,0
1,52.5,51.5,0.46889702,0.53110298,0
1,52.5,52,0.48312917,0.51687083,0
1,52.5,52.5,0.49738493,0.50261507,0
1,52.5,53,0.51164589,0.48835411,0
1,52.5,53.5,0.52589361,0.47410639,0
1,52.5,54,0.5401097,0.4598903,0
1,52.5,54.5,0.5542759,0.4457241,0
1,52.5,55,0.56837413,0.43162587,0
1,52.5,55.5,0.58238658,0.41761342,0
1,52.5,56,0.59629576,0.40370424,0
1,52.5,56.5,0.61008459,0.38991541,0
1,52.5,57,0.62373645,0.37626355,0
1,52.5,57.5,0.63723522,0.36276478,0
1,52.5,58,0.65056539,0.34943461,0
1,52.5,58.5,0.66371207,0.33628793,0
1,52.5,59,0.67666104,0.32333896,0
1,52.5,59.5,0.68939883,0.31060117,0
1,52.5,60,0.70191272,0.29808728,0
1,52.5,60.5,0.71419081,0.28580919,0
1,52.5,61,0.72622203,0.27377797,0
1,52.5,61.5,0.73799616,0.26200384,0
1,52.5,62,0.74950389,0.25049611,0
1,52.5,62.5,0.76073679,0.23926321,0
1,53,43,0.22635613,0.75310137,0.02054251
1,53,43.5,0.23720282,0.74174028,0.02105689
1,53,44,0.24833386,0.7301089,0.02155724
1,53,44.5,0.25974214,0.71821597,0.02204189
1,53,45,0.27141963,0.70607113,0.02250925
1,53,45.5,0.28335742,0.69368489,0.0229577
1,53,46,0.29554569,0.68106862,0.02338569
1,53,46.5,0.30797377,0.6682345,0.02379172
1,53,47,0.32063013,0.65519552,0.02417434
1,53,47.5,0.33350242,0.64196541,0.02453217
1,53,48,0.34657751,0.62855861,0.02486388
1,53,48.5,0.35984152,0.61499023,0.02516826
1,53,49,0.37327986,0.60127599,0.02544415
1,53,49.5,0.3868773,0.58743217,0.02569053
1,53,50,0.400618,0.57347556,0.02590644
1,53,50.5,0.41448557,0.55942337,0.02609106
1,53,51,0.42846312,0.54529321,0.02624367
1,53,51.5,0.44253335,0.53110298,0.02636367
1,53,52,0.45667858,0.51687083,0.02645059
1,53,52.5,0.47088085,0.50261507,0.02650408
1,53,53,0.48512197,0.48835411,0.02652392
1,53,53.5,0.49938359,0.47410639,0.02651002
1,53,54,0.51364728,0.4598903,0.02646242
1,53,54.5,0.52789461,0.4457241,0.0263813
1,53,55,0.54210718,0.43162587,0.02626695
1,53,55.5,0.55626678,0.41761342,0.0261198
1,53,56,0.57035535,0.40370424,0.02594042
1,53,56.5,0.58435513,0.38991541,0.02572946
1,53,57,0.59824872,0.37626355,0.02548773
1,53,57.5,0.6120191,0.36276478,0.02521612
1,53,58,0.62564974,0.34943461,0.02491565
1,53,58.5,0.63912465,0.33628793,0.02458742
1,53,59,0.65242841,0.32333896,0.02423263
1,53,59.5,0.66554625,0.31060117,0.02385258
1,53,60,0.6784641,0.29808728,0.02344862
1,53,60.5,0.69116862,0.28580919,0.02302219
1,53,61,0.70364724,0.27377797,0.02257479
1,53,61.5,0.71588821,0.26200384,0.02210795
1,53,62,0.72788063,0.25049611,0.02162326
1,53,62.5,0.73961443,0.23926321,0.02112236
1,53,63,0.75108046,0.22831267,0.02060687
1,53.5,43.5,0.23720282,0.76279718,0
1,53.5,44,0.24833386,0.75166614,0
1,53.5,44.5,0.25974214,0.74025786,0
1,53.5,45,0.27141963,0.72858037,0
1,53.5,45.5,0.28335742,0.71664258,0
1,53.5,46,0.29554569,0.70445431,0
1,53.5,46.5,0.30797377,0.69202623,0
1,53.5,47,0.32063013,0.67936987,0
1,53.5,47.5,0.33350242,0.66649758,0
1,53.5,48,0.34657751,0.65342249,0
1,53.5,48.5,0.35984152,0.64015848,0
1,53.5,49,0.37327986,0.62672014,0
1,53.5,49.5,0.3868773,0.6131227,0
1,53.5,50,0.400618,0.599382,0
1,53.5,50.5,0.41448557,0.58551443,0
1,53.5,51,0.42846312,0.57153688,0
1,53.5,51.5,0.44253335,0.55746665,0
1,53.5,52,0.45667858,0.54332142,0
1,53.5,52.5,0.47088085,0.52911915,0
1,53.5,53,0.48512197,0.51487803,0
1,53.5,53.5,0.49938359,0.50061641,0
1,53.5,54,0.51364728,0.48635272,0
1,53.5,54.5,0.52789461,0.47210539,0
1,53.5,55,0.54210718,0.45789282,0
1,53.5,55.5,0.55626678,0.44373322,0
1,53.5,56,0.57035535,0.42964465,0
1,53.5,56.5,0.58435513,0.41564487,0
1,53.5,57,0.59824872,0.40175128,0
1,53.5,57.5,0.6120191,0.3879809,0
1,53.5,58,0.62564974,0.37435026,0
1,53.5,58.5,0.63912465,0.36087535,0
1,53.5,59,0.65242841,0.34757159,0
1,53.5,59.5,0.66554625,0.33445375,0
1,53.5,60,0.6784641,0.3215359,0
1,53.5,60.5,0.69116862,0.30883138,0
1,53.5,61,0.70364724,0.29635276,0
1,53.5,61.5,0.71588821,0.28411179,0
1,53.5,62,0.72788063,0.27211937,0
1,53.5,62.5,0.73961443,0.26038557,0
1,53.5,63,0.75108046,0.24891954,0
1,53.5,63.5,0.76227047,0.23772953,0
1,54,44,0.22707247,0.75166614,0.02126139
1,54,44.5,0.23794797,0.74025786,0.02179417
1,54,45,0.24910728,0.72858037,0.02231235
1,54,45.5,0.2605432,0.71664258,0.02281422
1,54,46,0.2722476,0.70445431,0.02329809
1,54,46.5,0.28421145,0.69202623,0.02376233
1,54,47,0.29642482,0.67936987,0.02420531
1,54,47.5,0.30887694,0.66649758,0.02462548
1,54,48,0.32155616,0.65342249,0.02502134
1,54,48.5,0.33445005,0.64015848,0.02539147
1,54,49,0.34754537,0.62672014,0.02573449
1,54,49.5,0.36082816,0.6131227,0.02604915
1,54,50,0.37428375,0.599382,0.02633426
1,54,50.5,0.38789682,0.58551443,0.02658875
1,54,51,0.40165146,0.57153688,0.02681166
1,54,51.5,0.41553123,0.55746665,0.02700212
1,54,52,0.42951918,0.54332142,0.02715941
1,54,52.5,0.44359795,0.52911915,0.0272829
1,54,53,0.45774985,0.51487803,0.02737212
1,54,53.5,0.47195689,0.50061641,0.02742671
1,54,54,0.48620084,0.48635272,0.02744645
1,54,54.5,0.50046336,0.47210539,0.02743125
1,54,55,0.51472602,0.45789282,0.02738117
1,54,55.5,0.52897039,0.44373322,0.02729639
1,54,56,0.54317812,0.42964465,0.02717723
1,54,56.5,0.557331,0.41564487,0.02702413
1,54,57,0.57141103,0.40175128,0.02683769
1,54,57.5,0.5854005,0.3879809,0.0266186
1,54,58,0.59928206,0.37435026,0.02636768
1,54,58.5,0.61303876,0.36087535,0.02608589
1,54,59,0.62665415,0.34757159,0.02577426
1,54,59.5,0.6401123,0.33445375,0.02543395
1,54,60,0.65339788,0.3215359,0.02506621
1,54,60.5,0.66649624,0.30883138,0.02467238
1,54,61,0.67939338,0.29635276,0.02425386
1,54,61.5,0.69207607,0.28411179,0.02381215
1,54,62,0.70453184,0.27211937,0.02334878
1,54,62.5,0.71674906,0.26038557,0.02286537
1,54,63,0.7287169,0.24891954,0.02236356
1,54,63.5,0.74042545,0.23772953,0.02184502
1,54,64,0.75186564,0.2268229,0.02131145
1,54.5,44.5,0.23794797,0.76205203,0
1,54.5,45,0.24910728,0.75089272,0
1,54.5,45.5,0.2605432,0.7394568,0
1,54.5,46,0.2722476,0.7277524,0
1,54.5,46.5,0.28421145,0.71578855,0
1,54.5,47,0.29642482,0.70357518,0
1,54.5,47.5,0.30887694,0.69112306,0
1,54.5,48,0.32155616,0.67844384,0
1,54.5,48.5,0.33445005,0.66554995,0
1,54.5,49,0.34754537,0.65245463,0
1,54.5,49.5,0.36082816,0.63917184,0
1,54.5,50,0.37428375,0.62571625,0
1,54.5,50.5,0.38789682,0.61210318,0
1,54.5,51,0.40165146,0.59834854,0
1,54.5,51.5,0.41553123,0.58446877,0
1,54.5,52,0.42951918,0.57048082,0
1,54.5,52.5,0.44359795,0.55640205,0
1,54.5,53,0.45774985,0.54225015,0
1,54.5,53.5,0.47195689,0.52804311,0
1,54.5,54,0.48620084,0.51379916,0
1,54.5,54.5,0.50046336,0.49953664,0
1,54.5,55,0.51472602,0.48527398,0
1,54.5,55.5,0.52897039,0.47102961,0
1,54.5,56,0.54317812,0.45682188,0
1,54.5,56.5,0.557331,0.442669,0
1,54.5,57,0.57141103,0.42858897,0
1,54.5,57.5,0.5854005,0.4145995,0
1,54.5,58,0.59928206,0.40071794,0
1,54.5,58.5,0.61303876,0.38696124,0
1,54.5,59,0.62665415,0.37334585,0
1,54.5,59.5,0.6401123,0.3598877,0
1,54.5,60,0.65339788,0.34660212,0
1,54.5,60.5,0.66649624,0.33350376,0
1,54.5,61,0.67939338,0.32060662,0
1,54.5,61.5,0.69207607,0.30792393,0
1,54.5,62,0.70453184,0.29546816,0
1,54.5,62.5,0.71674906,0.28325094,0
1,54.5,63,0.7287169,0.2712831,0
1,54.5,63.5,0.74042545,0.25957455,0
1,54.5,64,0.75186564,0.24813436,0
1,54.5,64.5,0.76302933,0.23697067,0
1,55,45,0.22576491,0.75089272,0.02334237
1,55,45.5,0.23661566,0.7394568,0.02392754
1,55,46,0.247751,0.7277524,0.0244966
1,55,46.5,0.25916378,0.71578855,0.02504767
1,55,47,0.27084592,0.70357518,0.0255789
1,55,47.5,0.28278845,0.69112306,0.02608849
1,55,48,0.29498151,0.67844384,0.02657466
1,55,48.5,0.30741434,0.66554995,0.02703571
1,55,49,0.32007539,0.65245463,0.02746998
1,55,49.5,0.33295224,0.63917184,0.02787592
1,55,50,0.34603171,0.62571625,0.02825204
1,55,50.5,0.35929988,0.61210318,0.02859694
1,55,51,0.37274212,0.59834854,0.02890934
1,55,51.5,0.38634316,0.58446877,0.02918806
1,55,52,0.40008712,0.57048082,0.02943205
1,55,52.5,0.41395758,0.55640205,0.02964038
1,55,53,0.42793762,0.54225015,0.02981223
1,55,53.5,0.44200993,0.52804311,0.02994695
1,55,54,0.45615682,0.51379916,0.03004402
1,55,54.5,0.47036032,0.49953664,0.03010304
1,55,55,0.48460222,0.48527398,0.03012379
1,55,55.5,0.4988642,0.47102961,0.03010619
1,55,56,0.51312784,0.45682188,0.03005029
1,55,56.5,0.5273747,0.442669,0.0299563
1,55,57,0.54158645,0.42858897,0.02982458
1,55,57.5,0.55574486,0.4145995,0.02965564
1,55,58,0.56983194,0.40071794,0.02945012
1,55,58.5,0.58382997,0.38696124,0.02920879
1,55,59,0.59772157,0.37334585,0.02893258
1,55,59.5,0.61148979,0.3598877,0.02862251
1,55,60,0.62511814,0.34660212,0.02827974
1,55,60.5,0.63859069,0.33350376,0.02790555
1,55,61,0.65189207,0.32060662,0.02750131
1,55,61.5,0.66500758,0.30792393,0.02706848
1,55,62,0.67792321,0.29546816,0.02660863
1,55,62.5,0.69062567,0.28325094,0.02612339
1,55,63,0.70310246,0.2712831,0.02561445
1,55,63.5,0.71534188,0.25957455,0.02508357
1,55,64,0.72733308,0.24813436,0.02453257
1,55,64.5,0.73906606,0.23697067,0.02396327
1,55,65,0.75053172,0.22609073,0.02337755
1,55.5,45.5,0.23661566,0.76338434,0
1,55.5,46,0.247751,0.752249,0
1,55.5,46.5,0.25916378,0.74083622,0
1,55.5,47,0.27084592,0.72915408,0
1,55.5,47.5,0.28278845,0.71721155,0
1,55.5,48,0.29498151,0.70501849,0
1,55.5,48.5,0.30741434,0.69258566,0
1,55.5,49,0.32007539,0.67992461,0
1,55.5,49.5,0.33295224,0.66704776,0
1,55.5,50,0.34603171,0.65396829,0
1,55.5,50.5,0.35929988,0.64070012,0
1,55.5,51,0.37274212,0.62725788,0
1,55.5,51.5,0.38634316,0.61365684,0
1,55.5,52,0.40008712,0.59991288,0
1,55.5,52.5,0.41395758,0.58604242,0
1,55.5,53,0.42793762,0.57206238,0
1,55.5,53.5,0.44200993,0.55799007,0
1,55.5,54,0.45615682,0.54384318,0
1,55.5,54.5,0.47036032,0.52963968,0
1,55.5,55,0.48460222,0.51539778,0
1,55.5,55.5,0.4988642,0.5011358,0
1,55.5,56,0.51312784,0.48687216,0
1,55.5,56.5,0.5273747,0.4726253,0
1,55.5,57,0.54158645,0.45841355,0
1,55.5,57.5,0.55574486,0.44425514,0
1,55.5,58,0.56983194,0.43016806,0
1,55.5,58.5,0.58382997,0.41617003,0
1,55.5,59,0.59772157,0.40227843,0
1,55.5,59.5,0.61148979,0.38851021,0
1,55.5,60,0.62511814,0.37488186,0
1,55.5,60.5,0.63859069,0.36140931,0
1,55.5,61,0.65189207,0.34810793,0
1,55.5,61.5,0.66500758,0.33499242,0
1,55.5,62,0.67792321,0.32207679,0
1,55.5,62.5,0.69062567,0.30937433,0
1,55.5,63,0.70310246,0.29689754,0
1,55.5,63.5,0.71534188,0.28465812,0
1,55.5,64,0.72733308,0.27266692,0
1,55.5,64.5,0.73906606,0.26093394,0
1,55.5,65,0.75053172,0.24946828,0
1,55.5,65.5,0.76172184,0.23827816,0
1,56,46,0.22687384,0.752249,0.02087716
1,56,46.5,0.23776318,0.74083622,0.0214006
1,56,47,0.24893638,0.72915408,0.02190955
1,56,47.5,0.26038612,0.71721155,0.02240233
1,56,48,0.27210419,0.70501849,0.02287731
1,56,48.5,0.28408149,0.69258566,0.02333286
1,56,49,0.296308,0.67992461,0.02376739
1,56,49.5,0.30877285,0.66704776,0.02417938
1,56,50,0.32146434,0.65396829,0.02456737
1,56,50.5,0.33436993,0.64070012,0.02492995
1,56,51,0.34747634,0.62725788,0.02526579
1,56,51.5,0.3607695,0.61365684,0.02557366
1,56,52,0.37423471,0.59991288,0.02585241
1,56,52.5,0.38785658,0.58604242,0.026101
1,56,53,0.40161914,0.57206238,0.02631848
1,56,53.5,0.41550591,0.55799007,0.02650403
1,56,54,0.42949989,0.54384318,0.02665693
1,56,54.5,0.44358372,0.52963968,0.0267766
1,56,55,0.45773965,0.51539778,0.02686257
1,56,55.5,0.47194969,0.5011358,0.02691452
1,56,56,0.48619561,0.48687216,0.02693223
1,56,56.5,0.50045906,0.4726253,0.02691564
1,56,57,0.51472163,0.45841355,0.02686482
1,56,57.5,0.52896491,0.44425514,0.02677995
1,56,58,0.54317058,0.43016806,0.02666136
1,56,58.5,0.55732045,0.41617003,0.02650952
1,56,59,0.57139658,0.40227843,0.02632499
1,56,59.5,0.5853813,0.38851021,0.02610848
1,56,60,0.59925732,0.37488186,0.02586082
1,56,60.5,0.61300775,0.36140931,0.02558294
1,56,61,0.6266162,0.34810793,0.02527587
1,56,61.5,0.64006683,0.33499242,0.02494075
1,56,62,0.65334439,0.32207679,0.02457882
1,56,62.5,0.66643428,0.30937433,0.02419139
1,56,63,0.6793226,0.29689754,0.02377986
1,56,63.5,0.69199619,0.28465812,0.02334568
1,56,64,0.70444269,0.27266692,0.02289039
1,56,64.5,0.71665052,0.26093394,0.02241554
1,56,65,0.72860897,0.24946828,0.02192275
1,56,65.5,0.74030817,0.23827816,0.02141367
1,56,66,0.75173915,0.22737088,0.02088997
1,56.5,46.5,0.23776318,0.76223682,0
1,56.5,47,0.24893638,0.75106362,0
1,56.5,47.5,0.26038612,0.73961388,0
1,56.5,48,0.27210419,0.72789581,0
1,56.5,48.5,0.28408149,0.71591851,0
1,56.5,49,0.296308,0.703692,0
1,56.5,49.5,0.30877285,0.69122715,0
1,56.5,50,0.32146434,0.67853566,0
1,56.5,50.5,0.33436993,0.66563007,0
1,56.5,51,0.34747634,0.65252366,0
1,56.5,51.5,0.3607695,0.6392305,0
1,56.5,52,0.37423471,0.62576529,0
1,56.5,52.5,0.38785658,0.61214342,0
1,56.5,53,0.40161914,0.59838086,0
1,56.5,53.5,0.41550591,0.58449409,0
1,56.5,54,0.42949989,0.57050011,0
1,56.5,54.5,0.44358372,0.55641628,0
1,56.5,55,0.45773965,0.54226035,0
1,56.5,55.5,0.47194969,0.52805031,0
1,56.5,56,0.48619561,0.51380439,0
1,56.5,56.5,0.50045906,0.49954094,0
1,56.5,57,0.51472163,0.48527837,0
1,56.5,57.5,0.52896491,0.47103509,0
1,56.5,58,0.54317058,0.45682942,0
1,56.5,58.5,0.55732045,0.44267955,0
1,56.5,59,0.57139658,0.42860342,0
1,56.5,59.5,0.5853813,0.4146187,0
1,56.5,60,0.59925732,0.40074268,0
1,56.5,60.5,0.61300775,0.38699225,0
1,56.5,61,0.6266162,0.3733838,0
1,56.5,61.5,0.64006683,0.35993317,0
1,56.5,62,0.65334439,0.34665561,0
1,56.5,62.5,0.66643428,0.33356572,0
1,56.5,63,0.6793226,0.3206774,0
1,56.5,63.5,0.69199619,0.30800381,0
1,56.5,64,0.70444269,0.29555731,0
1,56.5,64.5,0.71665052,0.28334948,0
1,56.5,65,0.72860897,0.27139103,0
1,56.5,65.5,0.74030817,0.25969183,0
1,56.5,66,0.75173915,0.24826085,0
1,56.5,66.5,0.76289384,0.23710616,0
1,57,47,0.22679045,0.75106362,0.02214593
1,57,47.5,0.23768503,0.73961388,0.02270109
1,57,48,0.24886338,0.72789581,0.02324081
1,57,48.5,0.26031817,0.71591851,0.02376332
1,57,49,0.27204113,0.703692,0.02426686
1,57,49.5,0.28402313,0.69122715,0.02474972
1,57,50,0.29625412,0.67853566,0.02521022
1,57,50.5,0.30872319,0.66563007,0.02564674
1,57,51,0.3214186,0.65252366,0.02605773
1,57,51.5,0.33432779,0.6392305,0.02644171
1,57,52,0.34743744,0.62576529,0.02679727
1,57,52.5,0.36073346,0.61214342,0.02712312
1,57,53,0.37420112,0.59838086,0.02741802
1,57,53.5,0.38782501,0.58449409,0.02768089
1,57,54,0.40158916,0.57050011,0.02791073
1,57,54.5,0.41547704,0.55641628,0.02810667
1,57,55,0.42947169,0.54226035,0.02826797
1,57,55.5,0.44355569,0.52805031,0.02839399
1,57,56,0.45771134,0.51380439,0.02848427
1,57,56.5,0.47192061,0.49954094,0.02853845
1,57,57,0.4861653,0.48527837,0.02855634
1,57,57.5,0.50042707,0.47103509,0.02853785
1,57,58,0.51468751,0.45682942,0.02848307
1,57,58.5,0.52892825,0.44267955,0.0283922
1,57,59,0.54313097,0.42860342,0.02826561
1,57,59.5,0.55727752,0.4146187,0.02810378
1,57,60,0.57134999,0.40074268,0.02790733
1,57,60.5,0.58533073,0.38699225,0.02767702
1,57,61,0.59920249,0.3733838,0.02741371
1,57,61.5,0.61294842,0.35993317,0.02711841
1,57,62,0.62655217,0.34665561,0.02679222
1,57,62.5,0.63999793,0.33356572,0.02643634
1,57,63,0.6532705,0.3206774,0.0260521
1,57,63.5,0.66635531,0.30800381,0.02564088
1,57,64,0.67923853,0.29555731,0.02520416
1,57,64.5,0.69190702,0.28334948,0.02474351
1,57,65,0.70434845,0.27139103,0.02426051
1,57,65.5,0.71655131,0.25969183,0.02375686
1,57,66,0.72850491,0.24826085,0.02323424
1,57,66.5,0.74019942,0.23710616,0.02269442
