Drive_Bin,Market_Total,True_Total,Over_probability,Under_probability,Push_probability
1,84.0,91.0,0.64615851,0.33366782,0.02017367
1,84.0,91.5,0.65652755,0.32352927,0.01994318
1,84.0,92.0,0.66677701,0.31352307,0.01969992
1,84.0,92.5,0.6769003,0.30365525,0.01944445
1,84.0,93.0,0.68689114,0.29393153,0.01917733
1,84.0,93.5,0.69674352,0.28435732,0.01889916
1,84.0,94.0,0.70645175,0.27493772,0.01861054
1,84.5,74.5,0.28963685,0.71036315,0.0
1,84.5,75.0,0.29938297,0.70061703,0.0
1,84.5,75.5,0.30927325,0.69072675,0.0
1,84.5,76.0,0.31930172,0.68069828,0.0
1,84.5,76.5,0.32946211,0.67053789,0.0
1,84.5,77.0,0.33974786,0.66025214,0.0
1,84.5,77.5,0.35015212,0.64984788,0.0
1,84.5,78.0,0.3606678,0.6393322,0.0
1,84.5,78.5,0.37128755,0.62871245,0.0
1,84.5,79.0,0.38200378,0.61799622,0.0
1,84.5,79.5,0.39280869,0.60719131,0.0
1,84.5,80.0,0.40369428,0.59630572,0.0
1,84.5,80.5,0.41465238,0.58534762,0.0
1,84.5,81.0,0.42567463,0.57432537,0.0
1,84.5,81.5,0.43675255,0.56324745,0.0
1,84.5,82.0,0.44787753,0.55212247,0.0
1,84.5,82.5,0.45904084,0.54095916,0.0
1,84.5,83.0,0.4702337,0.5297663,0.0
1,84.5,83.5,0.48144723,0.51855277,0.0
1,84.5,84.0,0.49267254,0.50732746,0.0
1,84.5,84.5,0.5039007,0.4960993,0.0
1,84.5,85.0,0.51512279,0.48487721,0.0
1,84.5,85.5,0.5263299,0.4736701,0.0
1,84.5,86.0,0.53751319,0.46248681,0.0
1,84.5,86.5,0.54866386,0.45133614,0.0
1,84.5,87.0,0.5597732,0.4402268,0.0
1,84.5,87.5,0.5708326,0.4291674,0.0
1,84.5,88.0,0.58183359,0.41816641,0.0
1,84.5,88.5,0.59276784,0.40723216,0.0
1,84.5,89.0,0.60362717,0.39637283,0.0
1,84.5,89.5,0.61440359,0.38559641,0.0
1,84.5,90.0,0.6250893,0.3749107,0.0
1,84.5,90.5,0.63567672,0.36432328,0.0
1,84.5,91.0,0.64615851,0.35384149,0.0
1,84.5,91.5,0.65652755,0.34347245,0.0
1,84.5,92.0,0.66677701,0.33322299,0.0
1,84.5,92.5,0.6769003,0.3230997,0.0
1,84.5,93.0,0.68689114,0.31310886,0.0
1,84.5,93.5,0.69674352,0.30325648,0.0
1,84.5,94.0,0.70645175,0.29354825,0.0
1,84.5,94.5,0.71601044,0.28398956,0.0
1,85.0,75.0,0.28069121,0.70061703,0.01869176
1,85.0,75.5,0.29029125,0.69072675,0.018982
1,85.0,76.0,0.30004037,0.68069828,0.01926135
1,85.0,76.5,0.30993291,0.67053789,0.0195292
1,85.0,77.0,0.31996288,0.66025214,0.01978497
1,85.0,77.5,0.33012401,0.64984788,0.0200281
1,85.0,78.0,0.34040974,0.6393322,0.02025806
1,85.0,78.5,0.35081323,0.62871245,0.02047432
1,85.0,79.0,0.36132737,0.61799622,0.0206764
1,85.0,79.5,0.37194483,0.60719131,0.02086386
1,85.0,80.0,0.38265802,0.59630572,0.02103627
1,85.0,80.5,0.39345915,0.58534762,0.02119323
1,85.0,81.0,0.40434023,0.57432537,0.0213344
1,85.0,81.5,0.4152931,0.56324745,0.02145946
1,85.0,82.0,0.42630942,0.55212247,0.02156811
1,85.0,82.5,0.43738072,0.54095916,0.02166013
1,85.0,83.0,0.4484984,0.5297663,0.02173529
1,85.0,83.5,0.45965378,0.51855277,0.02179345
1,85.0,84.0,0.47083808,0.50732746,0.02183446
1,85.0,84.5,0.48204244,0.4960993,0.02185826
1,85.0,85.0,0.493258,0.48487721,0.02186478
1,85.0,85.5,0.50447586,0.4736701,0.02185404
1,85.0,86.0,0.51568712,0.46248681,0.02182607
1,85.0,86.5,0.52688291,0.45133614,0.02178095
1,85.0,87.0,0.5380544,0.4402268,0.02171879
1,85.0,87.5,0.54919283,0.4291674,0.02163977
1,85.0,88.0,0.56028952,0.41816641,0.02154408
1,85.0,88.5,0.57133589,0.40723216,0.02143195
1,85.0,89.0,0.5823235,0.39637283,0.02130367
1,85.0,89.5,0.59324404,0.38559641,0.02115954
1,85.0,90.0,0.60408938,0.3749107,0.02099992
1,85.0,90.5,0.61485154,0.36432328,0.02082518
1,85.0,91.0,0.62552278,0.35384149,0.02063573
1,85.0,91.5,0.63609553,0.34347245,0.02043203
1,85.0,92.0,0.64656248,0.33322299,0.02021453
1,85.0,92.5,0.65691655,0.3230997,0.01998376
1,85.0,93.0,0.66715092,0.31310886,0.01974022
1,85.0,93.5,0.67725905,0.30325648,0.01948446
1,85.0,94.0,0.68723468,0.29354825,0.01921707
1,85.0,94.5,0.69707183,0.28398956,0.01893862
1,85.0,95.0,0.70676483,0.27458546,0.01864972
1,85.5,75.5,0.29029125,0.70970875,0.0
1,85.5,76.0,0.30004037,0.69995963,0.0
1,85.5,76.5,0.30993291,0.69006709,0.0
1,85.5,77.0,0.31996288,0.68003712,0.0
1,85.5,77.5,0.33012401,0.66987599,0.0
1,85.5,78.0,0.34040974,0.65959026,0.0
1,85.5,78.5,0.35081323,0.64918677,0.0
1,85.5,79.0,0.36132737,0.63867263,0.0
1,85.5,79.5,0.37194483,0.62805517,0.0
1,85.5,80.0,0.38265802,0.61734198,0.0
1,85.5,80.5,0.39345915,0.60654085,0.0
1,85.5,81.0,0.40434023,0.59565977,0.0
1,85.5,81.5,0.4152931,0.5847069,0.0
1,85.5,82.0,0.42630942,0.57369058,0.0
1,85.5,82.5,0.43738072,0.56261928,0.0
1,85.5,83.0,0.4484984,0.5515016,0.0
1,85.5,83.5,0.45965378,0.54034622,0.0
1,85.5,84.0,0.47083808,0.52916192,0.0
1,85.5,84.5,0.48204244,0.51795756,0.0
1,85.5,85.0,0.493258,0.506742,0.0
1,85.5,85.5,0.50447586,0.49552414,0.0
1,85.5,86.0,0.51568712,0.48431288,0.0
1,85.5,86.5,0.52688291,0.47311709,0.0
1,85.5,87.0,0.5380544,0.4619456,0.0
1,85.5,87.5,0.54919283,0.45080717,0.0
1,85.5,88.0,0.56028952,0.43971048,0.0
1,85.5,88.5,0.57133589,0.42866411,0.0
1,85.5,89.0,0.5823235,0.4176765,0.0
1,85.5,89.5,0.59324404,0.40675596,0.0
1,85.5,90.0,0.60408938,0.39591062,0.0
1,85.5,90.5,0.61485154,0.38514846,0.0
1,85.5,91.0,0.62552278,0.37447722,0.0
1,85.5,91.5,0.63609553,0.36390447,0.0
1,85.5,92.0,0.64656248,0.35343752,0.0
1,85.5,92.5,0.65691655,0.34308345,0.0
1,85.5,93.0,0.66715092,0.33284908,0.0
1,85.5,93.5,0.67725905,0.32274095,0.0
1,85.5,94.0,0.68723468,0.31276532,0.0
1,85.5,94.5,0.69707183,0.30292817,0.0
1,85.5,95.0,0.70676483,0.29323517,0.0
1,85.5,95.5,0.71630833,0.28369167,0.0
1,86.0,76.0,0.28153924,0.69995963,0.01850113
1,86.0,76.5,0.29114501,0.69006709,0.0187879
1,86.0,77.0,0.300899,0.68003712,0.01906389
1,86.0,77.5,0.31079552,0.66987599,0.01932849
1,86.0,78.0,0.3208286,0.65959026,0.01958115
1,86.0,78.5,0.33099194,0.64918677,0.01982129
1,86.0,79.0,0.34127897,0.63867263,0.0200484
1,86.0,79.5,0.35168286,0.62805517,0.02026197
1,86.0,80.0,0.3621965,0.61734198,0.02046152
1,86.0,80.5,0.37281255,0.60654085,0.0206466
1,86.0,81.0,0.38352343,0.59565977,0.0208168
1,86.0,81.5,0.39432136,0.5847069,0.02097174
1,86.0,82.0,0.40519835,0.57369058,0.02111106
1,86.0,82.5,0.41614626,0.56261928,0.02123446
1,86.0,83.0,0.42715676,0.5515016,0.02134165
1,86.0,83.5,0.4382214,0.54034622,0.02143239
1,86.0,84.0,0.4493316,0.52916192,0.02150648
1,86.0,84.5,0.46047868,0.51795756,0.02156376
1,86.0,85.0,0.47165389,0.506742,0.02160411
1,86.0,85.5,0.48284842,0.49552414,0.02162744
1,86.0,86.0,0.49405341,0.48431288,0.02163372
1,86.0,86.5,0.50525998,0.47311709,0.02162293
1,86.0,87.0,0.51645928,0.4619456,0.02159513
1,86.0,87.5,0.52764245,0.45080717,0.02155038
1,86.0,88.0,0.53880071,0.43971048,0.02148881
1,86.0,88.5,0.54992531,0.42866411,0.02141058
1,86.0,89.0,0.56100762,0.4176765,0.02131588
1,86.0,89.5,0.57203909,0.40675596,0.02120495
1,86.0,90.0,0.58301131,0.39591062,0.02107807
1,86.0,90.5,0.593916,0.38514846,0.02093554
1,86.0,91.0,0.60474507,0.37447722,0.0207777
1,86.0,91.5,0.61549059,0.36390447,0.02060494
1,86.0,92.0,0.62614482,0.35343752,0.02041766
1,86.0,92.5,0.63670026,0.34308345,0.02021629
1,86.0,93.0,0.64714961,0.33284908,0.02000131
1,86.0,93.5,0.65748584,0.32274095,0.01977321
1,86.0,94.0,0.66770217,0.31276532,0.01953251
1,86.0,94.5,0.67779208,0.30292817,0.01927975
1,86.0,95.0,0.68774934,0.29323517,0.01901549
1,86.0,95.5,0.69756801,0.28369167,0.01874032
1,86.0,96.0,0.70724246,0.27430271,0.01845483
1,86.5,76.5,0.29114501,0.70885499,0.0
1,86.5,77.0,0.300899,0.699101,0.0
1,86.5,77.5,0.31079552,0.68920448,0.0
1,86.5,78.0,0.3208286,0.6791714,0.0
1,86.5,78.5,0.33099194,0.66900806,0.0
1,86.5,79.0,0.34127897,0.65872103,0.0
1,86.5,79.5,0.35168286,0.64831714,0.0
1,86.5,80.0,0.3621965,0.6378035,0.0
1,86.5,80.5,0.37281255,0.62718745,0.0
1,86.5,81.0,0.38352343,0.61647657,0.0
1,86.5,81.5,0.39432136,0.60567864,0.0
1,86.5,82.0,0.40519835,0.59480165,0.0
1,86.5,82.5,0.41614626,0.58385374,0.0
1,86.5,83.0,0.42715676,0.57284324,0.0
1,86.5,83.5,0.4382214,0.5617786,0.0
1,86.5,84.0,0.4493316,0.5506684,0.0
1,86.5,84.5,0.46047868,0.53952132,0.0
1,86.5,85.0,0.47165389,0.52834611,0.0
1,86.5,85.5,0.48284842,0.51715158,0.0
1,86.5,86.0,0.49405341,0.50594659,0.0
1,86.5,86.5,0.50525998,0.49474002,0.0
1,86.5,87.0,0.51645928,0.48354072,0.0
1,86.5,87.5,0.52764245,0.47235755,0.0
1,86.5,88.0,0.53880071,0.46119929,0.0
1,86.5,88.5,0.54992531,0.45007469,0.0
1,86.5,89.0,0.56100762,0.43899238,0.0
1,86.5,89.5,0.57203909,0.42796091,0.0
1,86.5,90.0,0.58301131,0.41698869,0.0
1,86.5,90.5,0.593916,0.406084,0.0
1,86.5,91.0,0.60474507,0.39525493,0.0
1,86.5,91.5,0.61549059,0.38450941,0.0
1,86.5,92.0,0.62614482,0.37385518,0.0
1,86.5,92.5,0.63670026,0.36329974,0.0
1,86.5,93.0,0.64714961,0.35285039,0.0
1,86.5,93.5,0.65748584,0.34251416,0.0
1,86.5,94.0,0.66770217,0.33229783,0.0
1,86.5,94.5,0.67779208,0.32220792,0.0
1,86.5,95.0,0.68774934,0.31225066,0.0
1,86.5,95.5,0.69756801,0.30243199,0.0
1,86.5,96.0,0.70724246,0.29275754,0.0
1,86.5,96.5,0.71676736,0.28323264,0.0
1,87.0,77.0,0.28050137,0.699101,0.02039762
1,87.0,77.5,0.29008227,0.68920448,0.02071325
1,87.0,78.0,0.2998116,0.6791714,0.021017
1,87.0,78.5,0.30968374,0.66900806,0.0213082
1,87.0,79.0,0.31969275,0.65872103,0.02158622
1,87.0,79.5,0.32983239,0.64831714,0.02185047
1,87.0,80.0,0.34009615,0.6378035,0.02210035
1,87.0,80.5,0.35047723,0.62718745,0.02233532
1,87.0,81.0,0.36096859,0.61647657,0.02255484
1,87.0,81.5,0.37156292,0.60567864,0.02275844
1,87.0,82.0,0.38225271,0.59480165,0.02294565
1,87.0,82.5,0.39303021,0.58385374,0.02311605
1,87.0,83.0,0.4038875,0.57284324,0.02326926
1,87.0,83.5,0.41481647,0.5617786,0.02340493
1,87.0,84.0,0.42580883,0.5506684,0.02352276
1,87.0,84.5,0.43685619,0.53952132,0.02362249
1,87.0,85.0,0.44794999,0.52834611,0.0237039
1,87.0,85.5,0.45908161,0.51715158,0.0237668
1,87.0,86.0,0.47024233,0.50594659,0.02381107
1,87.0,86.5,0.48142337,0.49474002,0.02383662
1,87.0,87.0,0.49261589,0.48354072,0.02384339
1,87.0,87.5,0.50381107,0.47235755,0.02383139
1,87.0,88.0,0.51500005,0.46119929,0.02380066
1,87.0,88.5,0.52617402,0.45007469,0.02375129
1,87.0,89.0,0.5373242,0.43899238,0.02368342
1,87.0,89.5,0.54844188,0.42796091,0.02359721
1,87.0,90.0,0.55951842,0.41698869,0.02349288
1,87.0,90.5,0.5705453,0.406084,0.02337071
1,87.0,91.0,0.5815141,0.39525493,0.02323098
1,87.0,91.5,0.59241656,0.38450941,0.02307403
1,87.0,92.0,0.60324457,0.37385518,0.02290025
1,87.0,92.5,0.61399021,0.36329974,0.02271004
1,87.0,93.0,0.62464575,0.35285039,0.02250387
1,87.0,93.5,0.63520364,0.34251416,0.0222822
1,87.0,94.0,0.64565661,0.33229783,0.02204556
1,87.0,94.5,0.65599759,0.32220792,0.02179449
1,87.0,95.0,0.66621978,0.31225066,0.02152956
1,87.0,95.5,0.67631665,0.30243199,0.02125136
1,87.0,96.0,0.68628194,0.29275754,0.02096052
1,87.0,96.5,0.69610969,0.28323264,0.02065767
1,87.0,97.0,0.70579423,0.27386229,0.02034348
1,87.5,77.5,0.29008227,0.70991773,0.0
1,87.5,78.0,0.2998116,0.7001884,0.0
1,87.5,78.5,0.30968374,0.69031626,0.0
1,87.5,79.0,0.31969275,0.68030725,0.0
1,87.5,79.5,0.32983239,0.67016761,0.0
1,87.5,80.0,0.34009615,0.65990385,0.0
1,87.5,80.5,0.35047723,0.64952277,0.0
1,87.5,81.0,0.36096859,0.63903141,0.0
1,87.5,81.5,0.37156292,0.62843708,0.0
1,87.5,82.0,0.38225271,0.61774729,0.0
1,87.5,82.5,0.39303021,0.60696979,0.0
1,87.5,83.0,0.4038875,0.5961125,0.0
1,87.5,83.5,0.41481647,0.58518353,0.0
1,87.5,84.0,0.42580883,0.57419117,0.0
1,87.5,84.5,0.43685619,0.56314381,0.0
1,87.5,85.0,0.44794999,0.55205001,0.0
1,87.5,85.5,0.45908161,0.54091839,0.0
1,87.5,86.0,0.47024233,0.52975767,0.0
1,87.5,86.5,0.48142337,0.51857663,0.0
1,87.5,87.0,0.49261589,0.50738411,0.0
1,87.5,87.5,0.50381107,0.49618893,0.0
1,87.5,88.0,0.51500005,0.48499995,0.0
1,87.5,88.5,0.52617402,0.47382598,0.0
1,87.5,89.0,0.5373242,0.4626758,0.0
1,87.5,89.5,0.54844188,0.45155812,0.0
1,87.5,90.0,0.55951842,0.44048158,0.0
1,87.5,90.5,0.5705453,0.4294547,0.0
1,87.5,91.0,0.5815141,0.4184859,0.0
1,87.5,91.5,0.59241656,0.40758344,0.0
1,87.5,92.0,0.60324457,0.39675543,0.0
1,87.5,92.5,0.61399021,0.38600979,0.0
1,87.5,93.0,0.62464575,0.37535425,0.0
1,87.5,93.5,0.63520364,0.36479636,0.0
1,87.5,94.0,0.64565661,0.35434339,0.0
1,87.5,94.5,0.65599759,0.34400241,0.0
1,87.5,95.0,0.66621978,0.33378022,0.0
1,87.5,95.5,0.67631665,0.32368335,0.0
1,87.5,96.0,0.68628194,0.31371806,0.0
1,87.5,96.5,0.69610969,0.30389031,0.0
1,87.5,97.0,0.70579423,0.29420577,0.0
1,87.5,97.5,0.71533022,0.28466978,0.0
1,88.0,78.0,0.28118913,0.7001884,0.01862247
1,88.0,78.5,0.29077357,0.69031626,0.01891018
1,88.0,79.0,0.30050572,0.68030725,0.01918703
1,88.0,79.5,0.31037995,0.67016761,0.01945244
1,88.0,80.0,0.32039032,0.65990385,0.01970583
1,88.0,80.5,0.33053059,0.64952277,0.01994665
1,88.0,81.0,0.34079423,0.63903141,0.02017436
1,88.0,81.5,0.35117445,0.62843708,0.02038847
1,88.0,82.0,0.36166421,0.61774729,0.0205885
1,88.0,82.5,0.37225621,0.60696979,0.020774
1,88.0,83.0,0.38294294,0.5961125,0.02094456
1,88.0,83.5,0.39371667,0.58518353,0.0210998
1,88.0,84.0,0.40456947,0.57419117,0.02123937
1,88.0,84.5,0.41549324,0.56314381,0.02136295
1,88.0,85.0,0.42647973,0.55205001,0.02147027
1,88.0,85.5,0.43752053,0.54091839,0.02156109
1,88.0,86.0,0.44860713,0.52975767,0.0216352
1,88.0,86.5,0.4597309,0.51857663,0.02169246
1,88.0,87.0,0.47088315,0.50738411,0.02173274
1,88.0,87.5,0.48205512,0.49618893,0.02175595
1,88.0,88.0,0.493238,0.48499995,0.02176205
1,88.0,88.5,0.50442297,0.47382598,0.02175105
1,88.0,89.0,0.51560121,0.4626758,0.02172299
1,88.0,89.5,0.52676394,0.45155812,0.02167794
1,88.0,90.0,0.53790239,0.44048158,0.02161603
1,88.0,90.5,0.54900787,0.4294547,0.02153742
1,88.0,91.0,0.56007179,0.4184859,0.02144231
1,88.0,91.5,0.57108563,0.40758344,0.02133093
1,88.0,92.0,0.58204102,0.39675543,0.02120355
1,88.0,92.5,0.59292972,0.38600979,0.0210605
1,88.0,93.0,0.60374364,0.37535425,0.02090211
1,88.0,93.5,0.61447489,0.36479636,0.02072876
1,88.0,94.0,0.62511575,0.35434339,0.02054085
1,88.0,94.5,0.63565874,0.34400241,0.02033884
1,88.0,95.0,0.64609659,0.33378022,0.02012319
1,88.0,95.5,0.65642225,0.32368335,0.01989439
1,88.0,96.0,0.66662897,0.31371806,0.01965297
1,88.0,96.5,0.67671022,0.30389031,0.01939946
1,88.0,97.0,0.68665979,0.29420577,0.01913444
1,88.0,97.5,0.69647174,0.28466978,0.01885848
1,88.0,98.0,0.70614042,0.27528739,0.01857219
1,88.5,78.5,0.29077357,0.70922643,0.0
1,88.5,79.0,0.30050572,0.69949428,0.0
1,88.5,79.5,0.31037995,0.68962005,0.0
1,88.5,80.0,0.32039032,0.67960968,0.0
1,88.5,80.5,0.33053059,0.66946941,0.0
1,88.5,81.0,0.34079423,0.65920577,0.0
1,88.5,81.5,0.35117445,0.64882555,0.0
1,88.5,82.0,0.36166421,0.63833579,0.0
1,88.5,82.5,0.37225621,0.62774379,0.0
1,88.5,83.0,0.38294294,0.61705706,0.0
1,88.5,83.5,0.39371667,0.60628333,0.0
1,88.5,84.0,0.40456947,0.59543053,0.0
1,88.5,84.5,0.41549324,0.58450676,0.0
1,88.5,85.0,0.42647973,0.57352027,0.0
1,88.5,85.5,0.43752053,0.56247947,0.0
1,88.5,86.0,0.44860713,0.55139287,0.0
1,88.5,86.5,0.4597309,0.5402691,0.0
1,88.5,87.0,0.47088315,0.52911685,0.0
1,88.5,87.5,0.48205512,0.51794488,0.0
1,88.5,88.0,0.493238,0.506762,0.0
1,88.5,88.5,0.50442297,0.49557703,0.0
1,88.5,89.0,0.51560121,0.48439879,0.0
1,88.5,89.5,0.52676394,0.47323606,0.0
1,88.5,90.0,0.53790239,0.46209761,0.0
1,88.5,90.5,0.54900787,0.45099213,0.0
1,88.5,91.0,0.56007179,0.43992821,0.0
1,88.5,91.5,0.57108563,0.42891437,0.0
1,88.5,92.0,0.58204102,0.41795898,0.0
1,88.5,92.5,0.59292972,0.40707028,0.0
1,88.5,93.0,0.60374364,0.39625636,0.0
1,88.5,93.5,0.61447489,0.38552511,0.0
1,88.5,94.0,0.62511575,0.37488425,0.0
1,88.5,94.5,0.63565874,0.36434126,0.0
1,88.5,95.0,0.64609659,0.35390341,0.0
1,88.5,95.5,0.65642225,0.34357775,0.0
1,88.5,96.0,0.66662897,0.33337103,0.0
1,88.5,96.5,0.67671022,0.32328978,0.0
1,88.5,97.0,0.68665979,0.31334021,0.0
1,88.5,97.5,0.69647174,0.30352826,0.0
1,88.5,98.0,0.70614042,0.29385958,0.0
1,88.5,98.5,0.7156605,0.2843395,0.0
1,89.0,79.0,0.28101547,0.69949428,0.01949025
1,89.0,79.5,0.29058904,0.68962005,0.01979091
1,89.0,80.0,0.30031009,0.67960968,0.02008023
1,89.0,80.5,0.31017301,0.66946941,0.02035758
1,89.0,81.0,0.32017188,0.65920577,0.02062235
1,89.0,81.5,0.33030047,0.64882555,0.02087398
1,89.0,82.0,0.3405523,0.63833579,0.02111191
1,89.0,82.5,0.3509206,0.62774379,0.02133561
1,89.0,83.0,0.36139834,0.61705706,0.0215446
1,89.0,83.5,0.37197826,0.60628333,0.02173841
1,89.0,84.0,0.38265287,0.59543053,0.0219166
1,89.0,84.5,0.39341446,0.58450676,0.02207878
1,89.0,85.0,0.40425515,0.57352027,0.02222458
1,89.0,85.5,0.41516686,0.56247947,0.02235367
1,89.0,86.0,0.42614135,0.55139287,0.02246578
1,89.0,86.5,0.43717026,0.5402691,0.02256064
1,89.0,87.0,0.44824509,0.52911685,0.02263806
1,89.0,87.5,0.45935725,0.51794488,0.02269787
1,89.0,88.0,0.47049807,0.506762,0.02273993
1,89.0,88.5,0.4816588,0.49557703,0.02276417
1,89.0,89.0,0.49283068,0.48439879,0.02277054
1,89.0,89.5,0.5040049,0.47323606,0.02275904
1,89.0,90.0,0.51517267,0.46209761,0.02272972
1,89.0,90.5,0.52632521,0.45099213,0.02268266
1,89.0,91.0,0.5374538,0.43992821,0.02261799
1,89.0,91.5,0.54854976,0.42891437,0.02253588
1,89.0,92.0,0.55960449,0.41795898,0.02243653
1,89.0,92.5,0.57060953,0.40707028,0.02232019
1,89.0,93.0,0.58155649,0.39625636,0.02218714
1,89.0,93.5,0.59243716,0.38552511,0.02203773
1,89.0,94.0,0.60324346,0.37488425,0.02187229
1,89.0,94.5,0.61396751,0.36434126,0.02169123
1,89.0,95.0,0.62460161,0.35390341,0.02149498
1,89.0,95.5,0.63513826,0.34357775,0.02128399
1,89.0,96.0,0.64557021,0.33337103,0.02105876
1,89.0,96.5,0.65589042,0.32328978,0.0208198
1,89.0,97.0,0.66609214,0.31334021,0.02056766
1,89.0,97.5,0.67616884,0.30352826,0.02030289
1,89.0,98.0,0.68611431,0.29385958,0.02002611
1,89.0,98.5,0.6959226,0.2843395,0.0197379
1,89.0,99.0,0.70558808,0.27497302,0.0194389
1,89.5,79.5,0.29058904,0.70941096,0.0
1,89.5,80.0,0.30031009,0.69968991,0.0
1,89.5,80.5,0.31017301,0.68982699,0.0
1,89.5,81.0,0.32017188,0.67982812,0.0
1,89.5,81.5,0.33030047,0.66969953,0.0
1,89.5,82.0,0.3405523,0.6594477,0.0
1,89.5,82.5,0.3509206,0.6490794,0.0
1,89.5,83.0,0.36139834,0.63860166,0.0
1,89.5,83.5,0.37197826,0.62802174,0.0
1,89.5,84.0,0.38265287,0.61734713,0.0
1,89.5,84.5,0.39341446,0.60658554,0.0
1,89.5,85.0,0.40425515,0.59574485,0.0
1,89.5,85.5,0.41516686,0.58483314,0.0
1,89.5,86.0,0.42614135,0.57385865,0.0
1,89.5,86.5,0.43717026,0.56282974,0.0
1,89.5,87.0,0.44824509,0.55175491,0.0
1,89.5,87.5,0.45935725,0.54064275,0.0
1,89.5,88.0,0.47049807,0.52950193,0.0
1,89.5,88.5,0.4816588,0.5183412,0.0
1,89.5,89.0,0.49283068,0.50716932,0.0
1,89.5,89.5,0.5040049,0.4959951,0.0
1,89.5,90.0,0.51517267,0.48482733,0.0
1,89.5,90.5,0.52632521,0.47367479,0.0
1,89.5,91.0,0.5374538,0.4625462,0.0
1,89.5,91.5,0.54854976,0.45145024,0.0
1,89.5,92.0,0.55960449,0.44039551,0.0
1,89.5,92.5,0.57060953,0.42939047,0.0
1,89.5,93.0,0.58155649,0.41844351,0.0
1,89.5,93.5,0.59243716,0.40756284,0.0
1,89.5,94.0,0.60324346,0.39675654,0.0
1,89.5,94.5,0.61396751,0.38603249,0.0
1,89.5,95.0,0.62460161,0.37539839,0.0
1,89.5,95.5,0.63513826,0.36486174,0.0
1,89.5,96.0,0.64557021,0.35442979,0.0
1,89.5,96.5,0.65589042,0.34410958,0.0
1,89.5,97.0,0.66609214,0.33390786,0.0
1,89.5,97.5,0.67616884,0.32383116,0.0
1,89.5,98.0,0.68611431,0.31388569,0.0
1,89.5,98.5,0.6959226,0.3040774,0.0
1,89.5,99.0,0.70558808,0.29441192,0.0
1,89.5,99.5,0.71510541,0.28489459,0.0
1,90.0,80.0,0.28085399,0.69968991,0.0194561
1,90.0,80.5,0.29041717,0.68982699,0.01975584
1,90.0,81.0,0.30012763,0.67982812,0.02004425
1,90.0,81.5,0.30997976,0.66969953,0.02032072
1,90.0,82.0,0.31996765,0.6594477,0.02058465
1,90.0,82.5,0.33008512,0.6490794,0.02083547
1,90.0,83.0,0.3403257,0.63860166,0.02107264
1,90.0,83.5,0.35068263,0.62802174,0.02129563
1,90.0,84.0,0.36114893,0.61734713,0.02150394
1,90.0,84.5,0.37171735,0.60658554,0.02169712
1,90.0,85.0,0.38238042,0.59574485,0.02187473
1,90.0,85.5,0.39313047,0.58483314,0.02203638
1,90.0,86.0,0.40395963,0.57385865,0.02218172
1,90.0,86.5,0.41485986,0.56282974,0.0223104
1,90.0,87.0,0.42582293,0.55175491,0.02242216
1,90.0,87.5,0.43684052,0.54064275,0.02251673
1,90.0,88.0,0.44790414,0.52950193,0.02259392
1,90.0,88.5,0.45900524,0.5183412,0.02265356
1,90.0,89.0,0.47013515,0.50716932,0.02269552
1,90.0,89.5,0.48128517,0.4959951,0.02271973
1,90.0,90.0,0.49244654,0.48482733,0.02272613
1,90.0,90.5,0.50361048,0.47367479,0.02271473
1,90.0,91.0,0.51476822,0.4625462,0.02268558
1,90.0,91.5,0.52591101,0.45145024,0.02263875
1,90.0,92.0,0.53703012,0.44039551,0.02257438
1,90.0,92.5,0.5481169,0.42939047,0.02249263
1,90.0,93.0,0.55916279,0.41844351,0.02239371
1,90.0,93.5,0.5701593,0.40756284,0.02227786
1,90.0,94.0,0.58109808,0.39675654,0.02214539
1,90.0,94.5,0.59197092,0.38603249,0.02199659
1,90.0,95.0,0.60276976,0.37539839,0.02183184
1,90.0,95.5,0.61348673,0.36486174,0.02165153
1,90.0,96.0,0.62411412,0.35442979,0.02145609
1,90.0,96.5,0.63464445,0.34410958,0.02124597
1,90.0,97.0,0.64507048,0.33390786,0.02102166
1,90.0,97.5,0.65538516,0.32383116,0.02078368
1,90.0,98.0,0.66558175,0.31388569,0.02053256
1,90.0,98.5,0.67565372,0.3040774,0.02026888
1,90.0,99.0,0.68559486,0.29441192,0.01999322
1,90.0,99.5,0.69539923,0.28489459,0.01970619
1,90.0,100.0,0.70506117,0.27553042,0.0194084
2,30.0,20.0,0.32244799,0.65013156,0.02742045
2,30.0,20.5,0.33131636,0.64101848,0.02766516
2,30.0,21.0,0.34030858,0.6317948,0.02789662
2,30.0,21.5,0.3494207,0.622465,0.0281143
2,30.0,22.0,0.35864851,0.61303381,0.02831768
2,30.0,22.5,0.36798755,0.60350621,0.02850624
2,30.0,23.0,0.37743309,0.59388739,0.02867952
2,30.0,23.5,0.38698016,0.58418279,0.02883705
2,30.0,24.0,0.39662353,0.57439807,0.0289784
2,30.0,24.5,0.40635777,0.56453908,0.02910315
2,30.0,25.0,0.41617719,0.55461189,0.02921092
2,30.0,25.5,0.4260759,0.54462274,0.02930136
2,30.0,26.0,0.43604779,0.53457806,0.02937416
2,30.0,26.5,0.44608655,0.52448444,0.02942901
2,30.0,27.0,0.45618571,0.51434863,0.02946566
2,30.0,27.5,0.46633861,0.5041775,0.02948389
2,30.0,28.0,0.47653841,0.49397807,0.02948352
