Season,Season Type,CFB Week,Game Date,Home Team,Away Team,Favorite,Underdog,Open Source,Close Source,Open Book,Open Day,Fav Spread Open,Fav Spread Close,Fav Movement,Fav Direction,Dog Spread Open,Dog Spread Close,Dog Movement,Dog Direction
2021,regular,1,2021-08-28,Illinois,Nebraska,Nebraska,Illinois,cfbd,cfbd,Bovada,NA,-8.5,-7,1.5,smaller,8.5,7,-1.5,smaller
2021,regular,1,2021-08-28,Fresno State,UConn,Fresno State,UConn,cfbd,cfbd,Bovada,NA,-27.5,-28,-0.5,larger,27.5,28,0.5,larger
2021,regular,1,2021-08-28,UCLA,Hawai'i,UCLA,Hawai'i,cfbd,cfbd,Bovada,NA,-14,-18,-4,larger,14,18,4,larger
2021,regular,1,2021-08-28,New Mexico State,UTEP,UTEP,New Mexico State,cfbd,cfbd,Bovada,NA,-8,-10,-2,larger,8,10,2,larger
2021,regular,1,2021-08-28,San José State,Southern Utah,San José State,Southern Utah,cfbd,cfbd,Bovada,NA,-22.5,-28.5,-6,larger,22.5,28.5,6,larger
2021,regular,1,2021-09-01,Jacksonville State,UAB,UAB,Jacksonville State,cfbd,cfbd,Bovada,NA,-16.5,-16,0.5,smaller,16.5,16,-0.5,smaller
2021,regular,1,2021-09-02,Coastal Carolina,The Citadel,Coastal Carolina,The Citadel,cfbd,cfbd,Bovada,NA,-35,-33.5,1.5,smaller,35,33.5,-1.5,smaller
2021,regular,1,2021-09-02,UCF,Boise State,UCF,Boise State,cfbd,cfbd,Bovada,NA,-4,-6.5,-2.5,larger,4,6.5,2.5,larger
2021,regular,1,2021-09-02,Buffalo,Wagner,Buffalo,Wagner,cfbd,cfbd,Bovada,NA,-43.5,-44,-0.5,larger,43.5,44,0.5,larger
2021,regular,1,2021-09-02,Ball State,Western Illinois,Ball State,Western Illinois,cfbd,cfbd,Bovada,NA,-32.5,-31.5,1,smaller,32.5,31.5,-1,smaller
2021,regular,1,2021-09-02,Tulsa,UC Davis,Tulsa,UC Davis,cfbd,cfbd,Bovada,NA,-22.5,-22,0.5,smaller,22.5,22,-0.5,smaller
2021,regular,1,2021-09-02,Utah,Weber State,Utah,Weber State,cfbd,cfbd,Bovada,NA,-30.5,-29.5,1,smaller,30.5,29.5,-1,smaller
2021,regular,1,2021-09-02,NC State,South Florida,NC State,South Florida,cfbd,cfbd,Bovada,NA,-16.5,-20,-3.5,larger,16.5,20,3.5,larger
2021,regular,1,2021-09-02,App State,East Carolina,App State,East Carolina,cfbd,cfbd,Bovada,NA,-13,-9.5,3.5,smaller,13,9.5,-3.5,smaller
2021,regular,1,2021-09-02,New Mexico,Houston Christian,New Mexico,Houston Christian,cfbd,cfbd,Bovada,NA,-24.5,-25.5,-1,larger,24.5,25.5,1,larger
2021,regular,1,2021-09-02,Tennessee,Bowling Green,Tennessee,Bowling Green,cfbd,cfbd,Bovada,NA,-30.5,-37,-6.5,larger,30.5,37,6.5,larger
2021,regular,1,2021-09-02,Minnesota,Ohio State,Ohio State,Minnesota,cfbd,cfbd,Bovada,NA,-14,-14,0,neutral,14,14,0,neutral
2021,regular,1,2021-09-02,Florida International,Long Island University,Florida International,Long Island University,cfbd,cfbd,Bovada,NA,-33.5,-35,-1.5,larger,33.5,35,1.5,larger
2021,regular,1,2021-09-02,UNLV,Eastern Washington,UNLV,Eastern Washington,cfbd,cfbd,Bovada,NA,-1,-2,-1,larger,1,2,1,larger
2021,regular,1,2021-09-02,Arizona State,Southern Utah,Arizona State,Southern Utah,cfbd,cfbd,Bovada,NA,-45,-45.5,-0.5,larger,45,45.5,0.5,larger
2021,regular,1,2021-09-03,Virginia Tech,North Carolina,North Carolina,Virginia Tech,cfbd,cfbd,Bovada,NA,-5.5,-6,-0.5,larger,5.5,6,0.5,larger
2021,regular,1,2021-09-03,Charlotte,Duke,Duke,Charlotte,cfbd,cfbd,Bovada,NA,-7.5,-6.5,1,smaller,7.5,6.5,-1,smaller
2021,regular,1,2021-09-03,Wake Forest,Old Dominion,Wake Forest,Old Dominion,cfbd,cfbd,Bovada,NA,-32,-33,-1,larger,32,33,1,larger
2021,regular,1,2021-09-03,Kansas,South Dakota,Kansas,South Dakota,cfbd,cfbd,Bovada,NA,-13,-11.5,1.5,smaller,13,11.5,-1.5,smaller
2021,regular,1,2021-09-03,Colorado State,South Dakota State,Colorado State,South Dakota State,cfbd,cfbd,Bovada,NA,-3,-2.5,0.5,smaller,3,2.5,-0.5,smaller
2021,regular,1,2021-09-03,Northwestern,Michigan State,Northwestern,Michigan State,cfbd,cfbd,Bovada,NA,-7,-3,4,smaller,7,3,-4,smaller
2021,regular,1,2021-09-03,Colorado,Northern Colorado,Colorado,Northern Colorado,cfbd,cfbd,Bovada,NA,-38,-37.5,0.5,smaller,38,37.5,-0.5,smaller
2021,regular,1,2021-09-04,Nebraska,Fordham,Nebraska,Fordham,cfbd,cfbd,Bovada,NA,-43.5,-41.5,2,smaller,43.5,41.5,-2,smaller
2021,regular,1,2021-09-04,Oklahoma,Tulane,Oklahoma,Tulane,cfbd,cfbd,Bovada,NA,-22,-31.5,-9.5,larger,22,31.5,9.5,larger
2021,regular,1,2021-09-04,Wisconsin,Penn State,Wisconsin,Penn State,cfbd,cfbd,Bovada,NA,-4,-5.5,-1.5,larger,4,5.5,1.5,larger
2021,regular,1,2021-09-04,Rutgers,Temple,Rutgers,Temple,cfbd,cfbd,Bovada,NA,-13,-14,-1,larger,13,14,1,larger
2021,regular,1,2021-09-04,Kansas State,Stanford,Kansas State,Stanford,cfbd,cfbd,Bovada,NA,-0,-3.5,-3.5,larger,0,3.5,3.5,larger
2021,regular,1,2021-09-04,Georgia State,Army,Georgia State,Army,cfbd,cfbd,Bovada,NA,-3,-2.5,0.5,smaller,3,2.5,-0.5,smaller
2021,regular,1,2021-09-04,Kentucky,UL Monroe,Kentucky,UL Monroe,cfbd,cfbd,Bovada,NA,-28.5,-31,-2.5,larger,28.5,31,2.5,larger
2021,regular,1,2021-09-04,Michigan,Western Michigan,Michigan,Western Michigan,cfbd,cfbd,Bovada,NA,-16.5,-16.5,0,neutral,16.5,16.5,0,neutral
2021,regular,1,2021-09-04,Boston College,Colgate,Boston College,Colgate,cfbd,cfbd,Bovada,NA,-45,-42.5,2.5,smaller,45,42.5,-2.5,smaller
2021,regular,1,2021-09-04,UConn,Holy Cross,UConn,Holy Cross,cfbd,cfbd,Bovada,NA,-3,-3,0,neutral,3,3,0,neutral
2021,regular,1,2021-09-04,Oregon,Fresno State,Oregon,Fresno State,cfbd,cfbd,Bovada,NA,-20.5,-20,0.5,smaller,20.5,20,-0.5,smaller
2021,regular,1,2021-09-04,Arkansas,Rice,Arkansas,Rice,cfbd,cfbd,Bovada,NA,-21.5,-20,1.5,smaller,21.5,20,-1.5,smaller
2021,regular,1,2021-09-04,Air Force,Lafayette,Air Force,Lafayette,cfbd,cfbd,Bovada,NA,-41,-41,0,neutral,41,41,0,neutral
2021,regular,1,2021-09-04,Navy,Marshall,Marshall,Navy,cfbd,cfbd,Bovada,NA,-2.5,-3,-0.5,larger,2.5,3,0.5,larger
2021,regular,1,2021-09-04,Maryland,West Virginia,West Virginia,Maryland,cfbd,cfbd,Bovada,NA,-4,-2.5,1.5,smaller,4,2.5,-1.5,smaller
2021,regular,1,2021-09-04,Cincinnati,Miami (OH),Cincinnati,Miami (OH),cfbd,cfbd,Bovada,NA,-21.5,-22.5,-1,larger,21.5,22.5,1,larger
2021,regular,1,2021-09-04,Iowa,Indiana,Iowa,Indiana,cfbd,cfbd,Bovada,NA,-4,-3.5,0.5,smaller,4,3.5,-0.5,smaller
2021,regular,1,2021-09-04,Miami,Alabama,Alabama,Miami,cfbd,cfbd,Bovada,NA,-18.5,-19.5,-1,larger,18.5,19.5,1,larger
2021,regular,1,2021-09-04,Mississippi State,Louisiana Tech,Mississippi State,Louisiana Tech,cfbd,cfbd,Bovada,NA,-27.5,-21.5,6,smaller,27.5,21.5,-6,smaller
2021,regular,1,2021-09-04,Missouri,Central Michigan,Missouri,Central Michigan,cfbd,cfbd,Bovada,NA,-11,-14,-3,larger,11,14,3,larger
2021,regular,1,2021-09-04,Pittsburgh,Massachusetts,Pittsburgh,Massachusetts,cfbd,cfbd,Bovada,NA,-35.5,-37.5,-2,larger,35.5,37.5,2,larger
2021,regular,1,2021-09-04,Wyoming,Montana State,Wyoming,Montana State,cfbd,cfbd,Bovada,NA,-19,-19,0,neutral,19,19,0,neutral
2021,regular,1,2021-09-04,Iowa State,Northern Iowa,Iowa State,Northern Iowa,cfbd,cfbd,Bovada,NA,-31.5,-29,2.5,smaller,31.5,29,-2.5,smaller
2021,regular,1,2021-09-04,Texas,Louisiana,Texas,Louisiana,cfbd,cfbd,Bovada,NA,-12,-8.5,3.5,smaller,12,8.5,-3.5,smaller
2021,regular,1,2021-09-04,USC,San José State,USC,San José State,cfbd,cfbd,Bovada,NA,-16.5,-14,2.5,smaller,16.5,14,-2.5,smaller
2021,regular,1,2021-09-04,Liberty,Campbell,Liberty,Campbell,cfbd,cfbd,Bovada,NA,-35,-35,0,neutral,35,35,0,neutral
2021,regular,1,2021-09-04,Auburn,Akron,Auburn,Akron,cfbd,cfbd,Bovada,NA,-35.5,-37,-1.5,larger,35.5,37,1.5,larger
2021,regular,1,2021-09-04,Houston,Texas Tech,Texas Tech,Houston,cfbd,cfbd,Bovada,NA,-4,-2.5,1.5,smaller,4,2.5,-1.5,smaller
2021,regular,1,2021-09-04,Middle Tennessee,Monmouth,Middle Tennessee,Monmouth,cfbd,cfbd,Bovada,NA,-8,-8.5,-0.5,larger,8,8.5,0.5,larger
2021,regular,1,2021-09-04,South Carolina,Eastern Illinois,South Carolina,Eastern Illinois,cfbd,cfbd,Bovada,NA,-31.5,-31.5,0,neutral,31.5,31.5,0,neutral
2021,regular,1,2021-09-04,Ohio,Syracuse,Ohio,Syracuse,cfbd,cfbd,Bovada,NA,-0,-2,-2,larger,0,2,2,larger
2021,regular,1,2021-09-04,Texas State,Baylor,Baylor,Texas State,cfbd,cfbd,Bovada,NA,-12,-14,-2,larger,12,14,2,larger
2021,regular,1,2021-09-04,Troy,Southern,Troy,Southern,cfbd,cfbd,Bovada,NA,-25,-25,0,neutral,25,25,0,neutral
2021,regular,1,2021-09-04,Arkansas State,Central Arkansas,Arkansas State,Central Arkansas,cfbd,cfbd,Bovada,NA,-13,-14,-1,larger,13,14,1,larger
2021,regular,1,2021-09-04,Memphis,Nicholls,Memphis,Nicholls,cfbd,cfbd,Bovada,NA,-23.5,-23.5,0,neutral,23.5,23.5,0,neutral
2021,regular,1,2021-09-04,Oklahoma State,Missouri State,Oklahoma State,Missouri State,cfbd,cfbd,Bovada,NA,-38,-38,0,neutral,38,38,0,neutral
2021,regular,1,2021-09-04,Toledo,Norfolk State,Toledo,Norfolk State,cfbd,cfbd,Bovada,NA,-40,-39.5,0.5,smaller,40,39.5,-0.5,smaller
2021,regular,1,2021-09-04,SMU,Abilene Christian,SMU,Abilene Christian,cfbd,cfbd,Bovada,NA,-32,-32,0,neutral,32,32,0,neutral
2021,regular,1,2021-09-04,Purdue,Oregon State,Purdue,Oregon State,cfbd,cfbd,Bovada,NA,-7,-7,0,neutral,7,7,0,neutral
2021,regular,1,2021-09-04,Georgia Tech,Northern Illinois,Georgia Tech,Northern Illinois,cfbd,cfbd,Bovada,NA,-15.5,-19,-3.5,larger,15.5,19,3.5,larger
2021,regular,1,2021-09-04,Clemson,Georgia,Clemson,Georgia,cfbd,cfbd,Bovada,NA,-4.5,-2.5,2,smaller,4.5,2.5,-2,smaller
2021,regular,1,2021-09-04,Illinois,UTSA,Illinois,UTSA,cfbd,cfbd,Bovada,NA,-6,-4.5,1.5,smaller,6,4.5,-1.5,smaller
2021,regular,1,2021-09-04,North Texas,Northwestern State,North Texas,Northwestern State,cfbd,cfbd,Bovada,NA,-20,-20.5,-0.5,larger,20,20.5,0.5,larger
2021,regular,1,2021-09-04,Florida,Florida Atlantic,Florida,Florida Atlantic,cfbd,cfbd,Bovada,NA,-25.5,-23.5,2,smaller,25.5,23.5,-2,smaller
2021,regular,1,2021-09-04,Virginia,William & Mary,Virginia,William & Mary,cfbd,cfbd,Bovada,NA,-31.5,-31,0.5,smaller,31.5,31,-0.5,smaller
2021,regular,1,2021-09-04,South Alabama,Southern Miss,Southern Miss,South Alabama,cfbd,cfbd,Bovada,NA,-2.5,-2,0.5,smaller,2.5,2,-0.5,smaller
2021,regular,1,2021-09-04,Texas A&M,Kent State,Texas A&M,Kent State,cfbd,cfbd,Bovada,NA,-28.5,-29.5,-1,larger,28.5,29.5,1,larger
2021,regular,1,2021-09-04,TCU,Duquesne,TCU,Duquesne,cfbd,cfbd,Bovada,NA,-43,-43,0,neutral,43,43,0,neutral
2021,regular,1,2021-09-04,Vanderbilt,East Tennessee State,Vanderbilt,East Tennessee State,cfbd,cfbd,Bovada,NA,-21,-21,0,neutral,21,21,0,neutral
2021,regular,1,2021-09-04,Washington,Montana,Washington,Montana,cfbd,cfbd,Bovada,NA,-23,-23,0,neutral,23,23,0,neutral
2021,regular,1,2021-09-04,UCLA,LSU,LSU,UCLA,cfbd,cfbd,Bovada,NA,-4,-2.5,1.5,smaller,4,2.5,-1.5,smaller
2021,regular,1,2021-09-04,California,Nevada,California,Nevada,cfbd,cfbd,Bovada,NA,-3.5,-3,0.5,smaller,3.5,3,-0.5,smaller
2021,regular,1,2021-09-04,Arizona,BYU,BYU,Arizona,cfbd,cfbd,Bovada,NA,-10,-12.5,-2.5,larger,10,12.5,2.5,larger
2021,regular,1,2021-09-04,San Diego State,New Mexico State,San Diego State,New Mexico State,cfbd,cfbd,Bovada,NA,-28.5,-31,-2.5,larger,28.5,31,2.5,larger
2021,regular,1,2021-09-04,Washington State,Utah State,Washington State,Utah State,cfbd,cfbd,Bovada,NA,-15.5,-17.5,-2,larger,15.5,17.5,2,larger
2021,regular,1,2021-09-04,Hawai'i,Portland State,Hawai'i,Portland State,cfbd,cfbd,Bovada,NA,-24.5,-26,-1.5,larger,24.5,26,1.5,larger
2021,regular,1,2021-09-05,Florida State,Notre Dame,Notre Dame,Florida State,cfbd,cfbd,Bovada,NA,-10.5,-7.5,3,smaller,10.5,7.5,-3,smaller
2021,regular,1,2021-09-06,Ole Miss,Louisville,Ole Miss,Louisville,cfbd,cfbd,Bovada,NA,-7.5,-9,-1.5,larger,7.5,9,1.5,larger
2021,regular,2,2021-09-10,Coastal Carolina,Kansas,Coastal Carolina,Kansas,cfbd,cfbd,Bovada,NA,-27,-27,0,neutral,27,27,0,neutral
2021,regular,2,2021-09-10,Duke,North Carolina A&T,Duke,North Carolina A&T,cfbd,cfbd,Bovada,NA,-21,-23,-2,larger,21,23,2,larger
2021,regular,2,2021-09-10,Boise State,UTEP,Boise State,UTEP,cfbd,cfbd,Bovada,NA,-27,-25,2,smaller,27,25,-2,smaller
2021,regular,2,2021-09-10,Utah State,North Dakota,Utah State,North Dakota,cfbd,cfbd,Bovada,NA,-7,-6.5,0.5,smaller,7,6.5,-0.5,smaller
2021,regular,2,2021-09-11,Virginia,Illinois,Virginia,Illinois,cfbd,cfbd,Bovada,NA,-10.5,-10.5,0,neutral,10.5,10.5,0,neutral
2021,regular,2,2021-09-11,Army,Western Kentucky,Army,Western Kentucky,cfbd,cfbd,Bovada,NA,-5,-6,-1,larger,5,6,1,larger
2021,regular,2,2021-09-11,Kent State,VMI,Kent State,VMI,cfbd,cfbd,Bovada,NA,-17.5,-19,-1.5,larger,17.5,19,1.5,larger
2021,regular,2,2021-09-11,Wake Forest,Norfolk State,Wake Forest,Norfolk State,cfbd,cfbd,Bovada,NA,-43,-43,0,neutral,43,43,0,neutral
2021,regular,2,2021-09-11,Michigan State,Youngstown State,Michigan State,Youngstown State,cfbd,cfbd,Bovada,NA,-27,-28,-1,larger,27,28,1,larger
2021,regular,2,2021-09-11,Georgia Tech,Kennesaw State,Georgia Tech,Kennesaw State,cfbd,cfbd,Bovada,NA,-18,-20,-2,larger,18,20,2,larger
2021,regular,2,2021-09-11,Ohio State,Oregon,Ohio State,Oregon,cfbd,cfbd,Bovada,NA,-14,-14.5,-0.5,larger,14,14.5,0.5,larger
2021,regular,2,2021-09-11,Northwestern,Indiana State,Northwestern,Indiana State,cfbd,cfbd,Bovada,NA,-28.5,-28.5,0,neutral,28.5,28.5,0,neutral
2021,regular,2,2021-09-11,Auburn,Alabama State,Auburn,Alabama State,cfbd,cfbd,Bovada,NA,-49.5,-49.5,0,neutral,49.5,49.5,0,neutral
2021,regular,2,2021-09-11,Tennessee,Pittsburgh,Pittsburgh,Tennessee,cfbd,cfbd,Bovada,NA,-2.5,-4,-1.5,larger,2.5,4,1.5,larger
2021,regular,2,2021-09-11,Oklahoma State,Tulsa,Oklahoma State,Tulsa,cfbd,cfbd,Bovada,NA,-12.5,-12,0.5,smaller,12.5,12,-0.5,smaller
2021,regular,2,2021-09-11,Minnesota,Miami (OH),Minnesota,Miami (OH),cfbd,cfbd,Bovada,NA,-21,-19,2,smaller,21,19,-2,smaller
2021,regular,2,2021-09-11,East Carolina,South Carolina,East Carolina,South Carolina,cfbd,cfbd,Bovada,NA,-2,-3,-1,larger,2,3,1,larger
2021,regular,2,2021-09-11,South Florida,Florida,Florida,South Florida,cfbd,cfbd,Bovada,NA,-29,-29,0,neutral,29,29,0,neutral
2021,regular,2,2021-09-11,Tulane,Morgan State,Tulane,Morgan State,cfbd,cfbd,Bovada,NA,-47,-48,-1,larger,47,48,1,larger
2021,regular,2,2021-09-11,Northern Illinois,Wyoming,Wyoming,Northern Illinois,cfbd,cfbd,Bovada,NA,-5.5,-7,-1.5,larger,5.5,7,1.5,larger
2021,regular,2,2021-09-11,Virginia Tech,Middle Tennessee,Virginia Tech,Middle Tennessee,cfbd,cfbd,Bovada,NA,-20,-20,0,neutral,20,20,0,neutral
2021,regular,2,2021-09-11,Ohio,Duquesne,Ohio,Duquesne,cfbd,cfbd,Bovada,NA,-28.5,-29,-0.5,larger,28.5,29,0.5,larger
2021,regular,2,2021-09-11,Syracuse,Rutgers,Rutgers,Syracuse,cfbd,cfbd,Bovada,NA,-2,-2.5,-0.5,larger,2,2.5,0.5,larger
2021,regular,2,2021-09-11,Notre Dame,Toledo,Notre Dame,Toledo,cfbd,cfbd,Bovada,NA,-18.5,-17,1.5,smaller,18.5,17,-1.5,smaller
2021,regular,2,2021-09-11,UConn,Purdue,Purdue,UConn,cfbd,cfbd,Bovada,NA,-33.5,-35,-1.5,larger,33.5,35,1.5,larger
2021,regular,2,2021-09-11,Central Michigan,Robert Morris,Central Michigan,Robert Morris,cfbd,cfbd,Bovada,NA,-37.5,-37.5,0,neutral,37.5,37.5,0,neutral
2021,regular,2,2021-09-11,Akron,Temple,Temple,Akron,cfbd,cfbd,Bovada,NA,-7,-7,0,neutral,7,7,0,neutral
2021,regular,2,2021-09-11,Cincinnati,Murray State,Cincinnati,Murray State,cfbd,cfbd,Bovada,NA,-36.5,-36.5,0,neutral,36.5,36.5,0,neutral
2021,regular,2,2021-09-11,Florida Atlantic,Georgia Southern,Florida Atlantic,Georgia Southern,cfbd,cfbd,Bovada,NA,-7,-7,0,neutral,7,7,0,neutral
2021,regular,2,2021-09-11,Colorado,Texas A&M,Texas A&M,Colorado,cfbd,cfbd,Bovada,NA,-17,-17,0,neutral,17,17,0,neutral
2021,regular,2,2021-09-11,TCU,California,TCU,California,cfbd,cfbd,Bovada,NA,-9.5,-11.5,-2,larger,9.5,11.5,2,larger
2021,regular,2,2021-09-11,Penn State,Ball State,Penn State,Ball State,cfbd,cfbd,Bovada,NA,-22.5,-22.5,0,neutral,22.5,22.5,0,neutral
2021,regular,2,2021-09-11,Nebraska,Buffalo,Nebraska,Buffalo,cfbd,cfbd,Bovada,NA,-12,-14,-2,larger,12,14,2,larger
2021,regular,2,2021-09-11,Massachusetts,Boston College,Boston College,Massachusetts,cfbd,cfbd,Bovada,NA,-37,-38,-1,larger,37,38,1,larger
2021,regular,2,2021-09-11,Georgia,UAB,Georgia,UAB,cfbd,cfbd,Bovada,NA,-27,-22.5,4.5,smaller,27,22.5,-4.5,smaller
2021,regular,2,2021-09-11,Navy,Air Force,Air Force,Navy,cfbd,cfbd,Bovada,NA,-6.5,-6,0.5,smaller,6.5,6,-0.5,smaller
2021,regular,2,2021-09-11,Bowling Green,South Alabama,South Alabama,Bowling Green,cfbd,cfbd,Bovada,NA,-15.5,-14,1.5,smaller,15.5,14,-1.5,smaller
2021,regular,2,2021-09-11,Alabama,Mercer,Alabama,Mercer,cfbd,cfbd,Bovada,NA,-54,-54,0,neutral,54,54,0,neutral
2021,regular,2,2021-09-11,Iowa State,Iowa,Iowa State,Iowa,cfbd,cfbd,Bovada,NA,-3.5,-4.5,-1,larger,3.5,4.5,1,larger
2021,regular,2,2021-09-11,West Virginia,Long Island University,West Virginia,Long Island University,cfbd,cfbd,Bovada,NA,-48.5,-49,-0.5,larger,48.5,49,0.5,larger
2021,regular,2,2021-09-11,Clemson,South Carolina State,Clemson,South Carolina State,cfbd,cfbd,Bovada,NA,-49,-50,-1,larger,49,50,1,larger
2021,regular,2,2021-09-11,Western Michigan,Illinois State,Western Michigan,Illinois State,cfbd,cfbd,Bovada,NA,-11,-12,-1,larger,11,12,1,larger
2021,regular,2,2021-09-11,UTSA,Lamar,UTSA,Lamar,cfbd,cfbd,Bovada,NA,-37.5,-38,-0.5,larger,37.5,38,0.5,larger
2021,regular,2,2021-09-11,Washington State,Portland State,Washington State,Portland State,cfbd,cfbd,Bovada,NA,-31,-31,0,neutral,31,31,0,neutral
2021,regular,2,2021-09-11,Rice,Houston,Houston,Rice,cfbd,cfbd,Bovada,NA,-9,-8,1,smaller,9,8,-1,smaller
2021,regular,2,2021-09-11,Marshall,North Carolina Central,Marshall,North Carolina Central,cfbd,cfbd,Bovada,NA,-43.5,-43.5,0,neutral,43.5,43.5,0,neutral
2021,regular,2,2021-09-11,Miami,App State,Miami,App State,cfbd,cfbd,Bovada,NA,-8,-8,0,neutral,8,8,0,neutral
2021,regular,2,2021-09-11,Wisconsin,Eastern Michigan,Wisconsin,Eastern Michigan,cfbd,cfbd,Bovada,NA,-24.5,-26.5,-2,larger,24.5,26.5,2,larger
2021,regular,2,2021-09-11,Florida International,Texas State,Florida International,Texas State,cfbd,cfbd,Bovada,NA,-1,-2,-1,larger,1,2,1,larger
2021,regular,2,2021-09-11,SMU,North Texas,SMU,North Texas,cfbd,cfbd,Bovada,NA,-21.5,-22.5,-1,larger,21.5,22.5,1,larger
2021,regular,2,2021-09-11,Texas Tech,Stephen F. Austin,Texas Tech,Stephen F. Austin,cfbd,cfbd,Bovada,NA,-31.5,-32,-0.5,larger,31.5,32,0.5,larger
2021,regular,2,2021-09-11,Louisville,Eastern Kentucky,Louisville,Eastern Kentucky,cfbd,cfbd,Bovada,NA,-30,-30,0,neutral,30,30,0,neutral
2021,regular,2,2021-09-11,Oklahoma,Western Carolina,Oklahoma,Western Carolina,cfbd,cfbd,Bovada,NA,-50.5,-50.5,0,neutral,50.5,50.5,0,neutral
2021,regular,2,2021-09-11,Kansas State,Southern Illinois,Kansas State,Southern Illinois,cfbd,cfbd,Bovada,NA,-17,-17,0,neutral,17,17,0,neutral
2021,regular,2,2021-09-11,Baylor,Texas Southern,Baylor,Texas Southern,cfbd,cfbd,Bovada,NA,-44.5,-44.5,0,neutral,44.5,44.5,0,neutral
2021,regular,2,2021-09-11,Southern Miss,Grambling,Southern Miss,Grambling,cfbd,cfbd,Bovada,NA,-23.5,-23.5,0,neutral,23.5,23.5,0,neutral
2021,regular,2,2021-09-11,Old Dominion,Hampton,Old Dominion,Hampton,cfbd,cfbd,Bovada,NA,-20,-20.5,-0.5,larger,20,20.5,0.5,larger
2021,regular,2,2021-09-11,Louisiana Tech,SE Louisiana,Louisiana Tech,SE Louisiana,cfbd,cfbd,Bovada,NA,-11.5,-11.5,0,neutral,11.5,11.5,0,neutral
2021,regular,2,2021-09-11,Arkansas State,Memphis,Memphis,Arkansas State,cfbd,cfbd,Bovada,NA,-5.5,-5.5,0,neutral,5.5,5.5,0,neutral
2021,regular,2,2021-09-11,Mississippi State,NC State,NC State,Mississippi State,cfbd,cfbd,Bovada,NA,-2,-1,1,smaller,2,1,-1,smaller
2021,regular,2,2021-09-11,Troy,Liberty,Liberty,Troy,cfbd,cfbd,Bovada,NA,-5.5,-4.5,1,smaller,5.5,4.5,-1,smaller
2021,regular,2,2021-09-11,New Mexico,New Mexico State,New Mexico,New Mexico State,cfbd,cfbd,Bovada,NA,-18.5,-19.5,-1,larger,18.5,19.5,1,larger
2021,regular,2,2021-09-11,Arkansas,Texas,Texas,Arkansas,cfbd,cfbd,Bovada,NA,-6,-7,-1,larger,6,7,1,larger
2021,regular,2,2021-09-11,Kentucky,Missouri,Kentucky,Missouri,cfbd,cfbd,Bovada,NA,-6,-5.5,0.5,smaller,6,5.5,-0.5,smaller
2021,regular,2,2021-09-11,Ole Miss,Austin Peay,Ole Miss,Austin Peay,cfbd,cfbd,Bovada,NA,-34.5,-35.5,-1,larger,34.5,35.5,1,larger
2021,regular,2,2021-09-11,Maryland,Howard,Maryland,Howard,cfbd,cfbd,Bovada,NA,-48,-48,0,neutral,48,48,0,neutral
2021,regular,2,2021-09-11,Indiana,Idaho,Indiana,Idaho,cfbd,cfbd,Bovada,NA,-30.5,-31.5,-1,larger,30.5,31.5,1,larger
2021,regular,2,2021-09-11,North Carolina,Georgia State,North Carolina,Georgia State,cfbd,cfbd,Bovada,NA,-25.5,-26,-0.5,larger,25.5,26,0.5,larger
2021,regular,2,2021-09-11,Florida State,Jacksonville State,Florida State,Jacksonville State,cfbd,cfbd,Bovada,NA,-26.5,-27,-0.5,larger,26.5,27,0.5,larger
2021,regular,2,2021-09-11,LSU,McNeese,LSU,McNeese,cfbd,cfbd,Bovada,NA,-39,-39,0,neutral,39,39,0,neutral
2021,regular,2,2021-09-11,Michigan,Washington,Michigan,Washington,cfbd,cfbd,Bovada,NA,-6,-6.5,-0.5,larger,6,6.5,0.5,larger
2021,regular,2,2021-09-11,Colorado State,Vanderbilt,Colorado State,Vanderbilt,cfbd,cfbd,Bovada,NA,-5.5,-7,-1.5,larger,5.5,7,1.5,larger
2021,regular,2,2021-09-11,Arizona,San Diego State,Arizona,San Diego State,cfbd,cfbd,Bovada,NA,-0,-1.5,-1.5,larger,0,1.5,1.5,larger
2021,regular,2,2021-09-11,Fresno State,Cal Poly,Fresno State,Cal Poly,cfbd,cfbd,Bovada,NA,-31.5,-31.5,0,neutral,31.5,31.5,0,neutral
2021,regular,2,2021-09-11,BYU,Utah,Utah,BYU,cfbd,cfbd,Bovada,NA,-7,-7,0,neutral,7,7,0,neutral
2021,regular,2,2021-09-11,Arizona State,UNLV,Arizona State,UNLV,cfbd,cfbd,Bovada,NA,-33.5,-34,-0.5,larger,33.5,34,0.5,larger
2021,regular,2,2021-09-11,USC,Stanford,USC,Stanford,cfbd,cfbd,Bovada,NA,-17.5,-17,0.5,smaller,17.5,17,-0.5,smaller
2021,regular,2,2021-09-11,Nevada,Idaho State,Nevada,Idaho State,cfbd,cfbd,Bovada,NA,-35,-34,1,smaller,35,34,-1,smaller
2021,regular,2,2021-09-11,Oregon State,Hawai'i,Oregon State,Hawai'i,cfbd,cfbd,Bovada,NA,-11,-11,0,neutral,11,11,0,neutral
2021,regular,3,2021-09-16,Louisiana,Ohio,Louisiana,Ohio,cfbd,cfbd,Bovada,NA,-20,-19,1,smaller,20,19,-1,smaller
2021,regular,3,2021-09-17,Louisville,UCF,UCF,Louisville,cfbd,cfbd,Bovada,NA,-7.5,-7,0.5,smaller,7.5,7,-0.5,smaller
