Total_Bin,Market_Spread,True_Spread,Cover_probability,NoCover_probability,Push_probability
3,-14.5,-7.5,0.36443772,0.63556228,0.0
3,-14.5,-7.0,0.35658222,0.64341778,0.0
3,-14.5,-6.5,0.34879066,0.65120934,0.0
3,-14.5,-6.0,0.34106581,0.65893419,0.0
3,-14.5,-5.5,0.33341034,0.66658966,0.0
3,-14.5,-5.0,0.32582686,0.67417314,0.0
3,-14.5,-4.5,0.31831786,0.68168214,0.0
3,-14.0,-24.0,0.63764101,0.34676058,0.0155984
3,-14.0,-23.5,0.62960388,0.35466852,0.0157276
3,-14.0,-23.0,0.62151381,0.3626355,0.0158507
3,-14.0,-22.5,0.61337425,0.37065822,0.01596753
3,-14.0,-22.0,0.60518871,0.37873333,0.01607796
3,-14.0,-21.5,0.59696074,0.38685741,0.01618186
3,-14.0,-21.0,0.58869394,0.39502698,0.01627908
3,-14.0,-20.5,0.58039197,0.40323851,0.01636952
3,-14.0,-20.0,0.57205851,0.41148843,0.01645307
3,-14.0,-19.5,0.56369728,0.41977311,0.01652961
3,-14.0,-19.0,0.55531203,0.42808891,0.01659907
3,-14.0,-18.5,0.54690653,0.43643213,0.01666134
3,-14.0,-18.0,0.53848457,0.44479906,0.01671637
3,-14.0,-17.5,0.53004995,0.45318596,0.01676409
3,-14.0,-17.0,0.52160647,0.46158909,0.01680444
3,-14.0,-16.5,0.51315795,0.47000467,0.01683738
3,-14.0,-16.0,0.50470819,0.47842895,0.01686287
3,-14.0,-15.5,0.49626098,0.48685814,0.01688088
3,-14.0,-15.0,0.4878201,0.49528849,0.01689141
3,-14.0,-14.5,0.47938932,0.50371624,0.01689445
3,-14.0,-14.0,0.47097237,0.51213764,0.01688999
3,-14.0,-13.5,0.46257295,0.52054898,0.01687807
3,-14.0,-13.0,0.45419476,0.52894655,0.01685869
3,-14.0,-12.5,0.44584141,0.5373267,0.0168319
3,-14.0,-12.0,0.43751649,0.54568577,0.01679773
3,-14.0,-11.5,0.42922356,0.55402019,0.01675625
3,-14.0,-11.0,0.42096611,0.56232639,0.01670751
3,-14.0,-10.5,0.41274756,0.57060086,0.01665158
3,-14.0,-10.0,0.4045713,0.57884015,0.01658855
3,-14.0,-9.5,0.39644063,0.58704087,0.0165185
3,-14.0,-9.0,0.3883588,0.59519966,0.01644153
3,-14.0,-8.5,0.38032899,0.60331326,0.01635775
3,-14.0,-8.0,0.37235429,0.61137844,0.01626727
3,-14.0,-7.5,0.36443772,0.61939206,0.01617022
3,-14.0,-7.0,0.35658222,0.62735106,0.01606671
3,-14.0,-6.5,0.34879066,0.63525244,0.0159569
3,-14.0,-6.0,0.34106581,0.64309328,0.01584091
3,-14.0,-5.5,0.33341034,0.65087075,0.01571891
3,-14.0,-5.0,0.32582686,0.6585821,0.01559105
3,-14.0,-4.5,0.31831786,0.66622465,0.01545748
3,-14.0,-4.0,0.31088577,0.67379585,0.01531839
3,-13.5,-23.5,0.64533148,0.35466852,0.0
3,-13.5,-23.0,0.6373645,0.3626355,0.0
3,-13.5,-22.5,0.62934178,0.37065822,0.0
3,-13.5,-22.0,0.62126667,0.37873333,0.0
3,-13.5,-21.5,0.61314259,0.38685741,0.0
3,-13.5,-21.0,0.60497302,0.39502698,0.0
3,-13.5,-20.5,0.59676149,0.40323851,0.0
3,-13.5,-20.0,0.58851157,0.41148843,0.0
3,-13.5,-19.5,0.58022689,0.41977311,0.0
3,-13.5,-19.0,0.57191109,0.42808891,0.0
3,-13.5,-18.5,0.56356787,0.43643213,0.0
3,-13.5,-18.0,0.55520094,0.44479906,0.0
3,-13.5,-17.5,0.54681404,0.45318596,0.0
3,-13.5,-17.0,0.53841091,0.46158909,0.0
3,-13.5,-16.5,0.52999533,0.47000467,0.0
3,-13.5,-16.0,0.52157105,0.47842895,0.0
3,-13.5,-15.5,0.51314186,0.48685814,0.0
3,-13.5,-15.0,0.50471151,0.49528849,0.0
3,-13.5,-14.5,0.49628376,0.50371624,0.0
3,-13.5,-14.0,0.48786236,0.51213764,0.0
3,-13.5,-13.5,0.47945102,0.52054898,0.0
3,-13.5,-13.0,0.47105345,0.52894655,0.0
3,-13.5,-12.5,0.4626733,0.5373267,0.0
3,-13.5,-12.0,0.45431423,0.54568577,0.0
3,-13.5,-11.5,0.44597981,0.55402019,0.0
3,-13.5,-11.0,0.43767361,0.56232639,0.0
3,-13.5,-10.5,0.42939914,0.57060086,0.0
3,-13.5,-10.0,0.42115985,0.57884015,0.0
3,-13.5,-9.5,0.41295913,0.58704087,0.0
3,-13.5,-9.0,0.40480034,0.59519966,0.0
3,-13.5,-8.5,0.39668674,0.60331326,0.0
3,-13.5,-8.0,0.38862156,0.61137844,0.0
3,-13.5,-7.5,0.38060794,0.61939206,0.0
3,-13.5,-7.0,0.37264894,0.62735106,0.0
3,-13.5,-6.5,0.36474756,0.63525244,0.0
3,-13.5,-6.0,0.35690672,0.64309328,0.0
3,-13.5,-5.5,0.34912925,0.65087075,0.0
3,-13.5,-5.0,0.3414179,0.6585821,0.0
3,-13.5,-4.5,0.33377535,0.66622465,0.0
3,-13.5,-4.0,0.32620415,0.67379585,0.0
3,-13.5,-3.5,0.31870681,0.68129319,0.0
3,-13.0,-23.0,0.6373645,0.34831485,0.01432065
3,-13.0,-22.5,0.62934178,0.35621891,0.01443931
3,-13.0,-22.0,0.62126667,0.36418095,0.01455238
3,-13.0,-21.5,0.61314259,0.37219769,0.01465972
3,-13.0,-21.0,0.60497302,0.38026578,0.0147612
3,-13.0,-20.5,0.59676149,0.38838182,0.01485669
3,-13.0,-20.0,0.58851157,0.39654235,0.01494607
3,-13.0,-19.5,0.58022689,0.40474386,0.01502925
3,-13.0,-19.0,0.57191109,0.4129828,0.01510611
3,-13.0,-18.5,0.56356787,0.42125557,0.01517656
3,-13.0,-18.0,0.55520094,0.42955854,0.01524051
3,-13.0,-17.5,0.54681404,0.43788806,0.0152979
3,-13.0,-17.0,0.53841091,0.44624044,0.01534865
3,-13.0,-16.5,0.52999533,0.45461197,0.0153927
3,-13.0,-16.0,0.52157105,0.46299894,0.01543001
3,-13.0,-15.5,0.51314186,0.47139762,0.01546052
3,-13.0,-15.0,0.50471151,0.47980427,0.01548422
3,-13.0,-14.5,0.49628376,0.48821517,0.01550107
3,-13.0,-14.0,0.48786236,0.49662658,0.01551106
3,-13.0,-13.5,0.47945102,0.50503479,0.01551419
3,-13.0,-13.0,0.47105345,0.5134361,0.01551045
3,-13.0,-12.5,0.4626733,0.52182683,0.01549987
3,-13.0,-12.0,0.45431423,0.53020331,0.01548246
3,-13.0,-11.5,0.44597981,0.53856194,0.01545825
3,-13.0,-11.0,0.43767361,0.5468991,0.01542729
3,-13.0,-10.5,0.42939914,0.55521125,0.01538961
3,-13.0,-10.0,0.42115985,0.56349487,0.01534528
3,-13.0,-9.5,0.41295913,0.5717465,0.01529436
3,-13.0,-9.0,0.40480034,0.57996273,0.01523693
3,-13.0,-8.5,0.39668674,0.5881402,0.01517306
3,-13.0,-8.0,0.38862156,0.5962756,0.01510284
3,-13.0,-7.5,0.38060794,0.6043657,0.01502636
3,-13.0,-7.0,0.37264894,0.61240732,0.01494374
3,-13.0,-6.5,0.36474756,0.62039736,0.01485508
3,-13.0,-6.0,0.35690672,0.62833278,0.0147605
3,-13.0,-5.5,0.34912925,0.63621062,0.01466013
3,-13.0,-5.0,0.3414179,0.64402801,0.01455408
3,-13.0,-4.5,0.33377535,0.65178214,0.01444251
3,-13.0,-4.0,0.32620415,0.6594703,0.01432555
3,-13.0,-3.5,0.31870681,0.66708984,0.01420335
3,-13.0,-3.0,0.31128572,0.67463822,0.01407606
3,-12.5,-22.5,0.64378109,0.35621891,0.0
3,-12.5,-22.0,0.63581905,0.36418095,0.0
3,-12.5,-21.5,0.62780231,0.37219769,0.0
3,-12.5,-21.0,0.61973422,0.38026578,0.0
3,-12.5,-20.5,0.61161818,0.38838182,0.0
3,-12.5,-20.0,0.60345765,0.39654235,0.0
3,-12.5,-19.5,0.59525614,0.40474386,0.0
3,-12.5,-19.0,0.5870172,0.4129828,0.0
3,-12.5,-18.5,0.57874443,0.42125557,0.0
3,-12.5,-18.0,0.57044146,0.42955854,0.0
3,-12.5,-17.5,0.56211194,0.43788806,0.0
3,-12.5,-17.0,0.55375956,0.44624044,0.0
3,-12.5,-16.5,0.54538803,0.45461197,0.0
3,-12.5,-16.0,0.53700106,0.46299894,0.0
3,-12.5,-15.5,0.52860238,0.47139762,0.0
3,-12.5,-15.0,0.52019573,0.47980427,0.0
3,-12.5,-14.5,0.51178483,0.48821517,0.0
3,-12.5,-14.0,0.50337342,0.49662658,0.0
3,-12.5,-13.5,0.49496521,0.50503479,0.0
3,-12.5,-13.0,0.4865639,0.5134361,0.0
3,-12.5,-12.5,0.47817317,0.52182683,0.0
3,-12.5,-12.0,0.46979669,0.53020331,0.0
3,-12.5,-11.5,0.46143806,0.53856194,0.0
3,-12.5,-11.0,0.4531009,0.5468991,0.0
3,-12.5,-10.5,0.44478875,0.55521125,0.0
3,-12.5,-10.0,0.43650513,0.56349487,0.0
3,-12.5,-9.5,0.4282535,0.5717465,0.0
3,-12.5,-9.0,0.42003727,0.57996273,0.0
3,-12.5,-8.5,0.4118598,0.5881402,0.0
3,-12.5,-8.0,0.4037244,0.5962756,0.0
3,-12.5,-7.5,0.3956343,0.6043657,0.0
3,-12.5,-7.0,0.38759268,0.61240732,0.0
3,-12.5,-6.5,0.37960264,0.62039736,0.0
3,-12.5,-6.0,0.37166722,0.62833278,0.0
3,-12.5,-5.5,0.36378938,0.63621062,0.0
3,-12.5,-5.0,0.35597199,0.64402801,0.0
3,-12.5,-4.5,0.34821786,0.65178214,0.0
3,-12.5,-4.0,0.3405297,0.6594703,0.0
3,-12.5,-3.5,0.33291016,0.66708984,0.0
3,-12.5,-3.0,0.32536178,0.67463822,0.0
3,-12.5,-2.5,0.31788702,0.68211298,0.0
3,-12.0,-22.0,0.63581905,0.34994403,0.01423692
3,-12.0,-21.5,0.62780231,0.35784273,0.01435496
3,-12.0,-21.0,0.61973422,0.36579832,0.01446746
3,-12.0,-20.5,0.61161818,0.37380755,0.01457428
3,-12.0,-20.0,0.60345765,0.38186707,0.01467528
3,-12.0,-19.5,0.59525614,0.38997351,0.01477035
3,-12.0,-19.0,0.5870172,0.39812343,0.01485937
3,-12.0,-18.5,0.57874443,0.40631334,0.01494223
3,-12.0,-18.0,0.57044146,0.41453971,0.01501883
3,-12.0,-17.5,0.56211194,0.42279898,0.01508908
3,-12.0,-17.0,0.55375956,0.43108755,0.01515289
3,-12.0,-16.5,0.54538803,0.43940179,0.01521018
3,-12.0,-16.0,0.53700106,0.44773805,0.01526089
3,-12.0,-15.5,0.52860238,0.45609265,0.01530496
3,-12.0,-15.0,0.52019573,0.46446193,0.01534234
3,-12.0,-14.5,0.51178483,0.47284218,0.01537299
3,-12.0,-14.0,0.50337342,0.48122971,0.01539687
3,-12.0,-13.5,0.49496521,0.48962083,0.01541397
3,-12.0,-13.0,0.4865639,0.49801185,0.01542425
3,-12.0,-12.5,0.47817317,0.5063991,0.01542773
3,-12.0,-12.0,0.46979669,0.51477892,0.0154244
3,-12.0,-11.5,0.46143806,0.52314766,0.01541427
3,-12.0,-11.0,0.4531009,0.53150173,0.01539737
3,-12.0,-10.5,0.44478875,0.53983753,0.01537372
3,-12.0,-10.0,0.43650513,0.54815151,0.01534336
3,-12.0,-9.5,0.4282535,0.55644017,0.01530634
3,-12.0,-9.0,0.42003727,0.56470003,0.01526271
3,-12.0,-8.5,0.4118598,0.57292767,0.01521253
3,-12.0,-8.0,0.4037244,0.58111972,0.01515589
3,-12.0,-7.5,0.3956343,0.58927286,0.01509284
3,-12.0,-7.0,0.38759268,0.59738383,0.01502349
3,-12.0,-6.5,0.37960264,0.60544943,0.01494792
3,-12.0,-6.0,0.37166722,0.61346653,0.01486624
3,-12.0,-5.5,0.36378938,0.62143206,0.01477856
3,-12.0,-5.0,0.35597199,0.62934303,0.01468499
3,-12.0,-4.5,0.34821786,0.6371965,0.01458565
3,-12.0,-4.0,0.3405297,0.64498963,0.01448067
3,-12.0,-3.5,0.33291016,0.65271966,0.01437018
3,-12.0,-3.0,0.32536178,0.66038389,0.01425433
3,-12.0,-2.5,0.31788702,0.66797972,0.01413326
3,-12.0,-2.0,0.31048824,0.67550463,0.01400713
3,-11.5,-21.5,0.64215727,0.35784273,0.0
3,-11.5,-21.0,0.63420168,0.36579832,0.0
3,-11.5,-20.5,0.62619245,0.37380755,0.0
3,-11.5,-20.0,0.61813293,0.38186707,0.0
3,-11.5,-19.5,0.61002649,0.38997351,0.0
3,-11.5,-19.0,0.60187657,0.39812343,0.0
3,-11.5,-18.5,0.59368666,0.40631334,0.0
3,-11.5,-18.0,0.58546029,0.41453971,0.0
3,-11.5,-17.5,0.57720102,0.42279898,0.0
3,-11.5,-17.0,0.56891245,0.43108755,0.0
3,-11.5,-16.5,0.56059821,0.43940179,0.0
3,-11.5,-16.0,0.55226195,0.44773805,0.0
3,-11.5,-15.5,0.54390735,0.45609265,0.0
3,-11.5,-15.0,0.53553807,0.46446193,0.0
3,-11.5,-14.5,0.52715782,0.47284218,0.0
3,-11.5,-14.0,0.51877029,0.48122971,0.0
3,-11.5,-13.5,0.51037917,0.48962083,0.0
3,-11.5,-13.0,0.50198815,0.49801185,0.0
3,-11.5,-12.5,0.4936009,0.5063991,0.0
3,-11.5,-12.0,0.48522108,0.51477892,0.0
3,-11.5,-11.5,0.47685234,0.52314766,0.0
3,-11.5,-11.0,0.46849827,0.53150173,0.0
3,-11.5,-10.5,0.46016247,0.53983753,0.0
3,-11.5,-10.0,0.45184849,0.54815151,0.0
3,-11.5,-9.5,0.44355983,0.55644017,0.0
3,-11.5,-9.0,0.43529997,0.56470003,0.0
3,-11.5,-8.5,0.42707233,0.57292767,0.0
3,-11.5,-8.0,0.41888028,0.58111972,0.0
3,-11.5,-7.5,0.41072714,0.58927286,0.0
3,-11.5,-7.0,0.40261617,0.59738383,0.0
3,-11.5,-6.5,0.39455057,0.60544943,0.0
3,-11.5,-6.0,0.38653347,0.61346653,0.0
3,-11.5,-5.5,0.37856794,0.62143206,0.0
3,-11.5,-5.0,0.37065697,0.62934303,0.0
3,-11.5,-4.5,0.3628035,0.6371965,0.0
3,-11.5,-4.0,0.35501037,0.64498963,0.0
3,-11.5,-3.5,0.34728034,0.65271966,0.0
3,-11.5,-3.0,0.33961611,0.66038389,0.0
3,-11.5,-2.5,0.33202028,0.66797972,0.0
3,-11.5,-2.0,0.32449537,0.67550463,0.0
3,-11.5,-1.5,0.31704381,0.68295619,0.0
3,-11.0,-21.0,0.63420168,0.35172371,0.01407461
3,-11.0,-20.5,0.62619245,0.35961614,0.01419141
3,-11.0,-20.0,0.61813293,0.36756433,0.01430274
3,-11.0,-19.5,0.61002649,0.37556504,0.01440847
3,-11.0,-19.0,0.60187657,0.38361495,0.01450848
3,-11.0,-18.5,0.59368666,0.3917107,0.01460263
3,-11.0,-18.0,0.58546029,0.39984889,0.01469082
3,-11.0,-17.5,0.57720102,0.40802604,0.01477294
3,-11.0,-17.0,0.56891245,0.41623866,0.01484889
3,-11.0,-16.5,0.56059821,0.42448321,0.01491857
3,-11.0,-16.0,0.55226195,0.43275614,0.01498191
3,-11.0,-15.5,0.54390735,0.44105383,0.01503882
3,-11.0,-15.0,0.53553807,0.44937268,0.01508925
3,-11.0,-14.5,0.52715782,0.45770905,0.01513312
3,-11.0,-14.0,0.51877029,0.46605931,0.0151704
3,-11.0,-13.5,0.51037917,0.47441979,0.01520104
3,-11.0,-13.0,0.50198815,0.48278685,0.015225
3,-11.0,-12.5,0.4936009,0.49115684,0.01524226
3,-11.0,-12.0,0.48522108,0.4995261,0.01525281
3,-11.0,-11.5,0.47685234,0.50789102,0.01525664
3,-11.0,-11.0,0.46849827,0.51624797,0.01525376
3,-11.0,-10.5,0.46016247,0.52459337,0.01524416
3,-11.0,-10.0,0.45184849,0.53292363,0.01522788
3,-11.0,-9.5,0.44355983,0.54123523,0.01520494
3,-11.0,-9.0,0.43529997,0.54952466,0.01517537
3,-11.0,-8.5,0.42707233,0.55778845,0.01513922
3,-11.0,-8.0,0.41888028,0.56602317,0.01509654
3,-11.0,-7.5,0.41072714,0.57422545,0.0150474
3,-11.0,-7.0,0.40261617,0.58239196,0.01499187
3,-11.0,-6.5,0.39455057,0.59051943,0.01493001
3,-11.0,-6.0,0.38653347,0.59860462,0.01486191
3,-11.0,-5.5,0.37856794,0.60664439,0.01478767
3,-11.0,-5.0,0.37065697,0.61463564,0.01470739
3,-11.0,-4.5,0.3628035,0.62257533,0.01462117
3,-11.0,-4.0,0.35501037,0.63046052,0.01452912
3,-11.0,-3.5,0.34728034,0.6382883,0.01443136
3,-11.0,-3.0,0.33961611,0.64605587,0.01432802
3,-11.0,-2.5,0.33202028,0.65376049,0.01421923
3,-11.0,-2.0,0.32449537,0.6613995,0.01410513
3,-11.0,-1.5,0.31704381,0.66897033,0.01398585
3,-11.0,-1.0,0.30966796,0.67647048,0.01386156
3,-10.5,-20.5,0.64038386,0.35961614,0.0
3,-10.5,-20.0,0.63243567,0.36756433,0.0
3,-10.5,-19.5,0.62443496,0.37556504,0.0
3,-10.5,-19.0,0.61638505,0.38361495,0.0
3,-10.5,-18.5,0.6082893,0.3917107,0.0
3,-10.5,-18.0,0.60015111,0.39984889,0.0
3,-10.5,-17.5,0.59197396,0.40802604,0.0
3,-10.5,-17.0,0.58376134,0.41623866,0.0
3,-10.5,-16.5,0.57551679,0.42448321,0.0
3,-10.5,-16.0,0.56724386,0.43275614,0.0
3,-10.5,-15.5,0.55894617,0.44105383,0.0
3,-10.5,-15.0,0.55062732,0.44937268,0.0
3,-10.5,-14.5,0.54229095,0.45770905,0.0
3,-10.5,-14.0,0.53394069,0.46605931,0.0
3,-10.5,-13.5,0.52558021,0.47441979,0.0
3,-10.5,-13.0,0.51721315,0.48278685,0.0
3,-10.5,-12.5,0.50884316,0.49115684,0.0
3,-10.5,-12.0,0.5004739,0.4995261,0.0
3,-10.5,-11.5,0.49210898,0.50789102,0.0
3,-10.5,-11.0,0.48375203,0.51624797,0.0
3,-10.5,-10.5,0.47540663,0.52459337,0.0
3,-10.5,-10.0,0.46707637,0.53292363,0.0
3,-10.5,-9.5,0.45876477,0.54123523,0.0
3,-10.5,-9.0,0.45047534,0.54952466,0.0
3,-10.5,-8.5,0.44221155,0.55778845,0.0
3,-10.5,-8.0,0.43397683,0.56602317,0.0
3,-10.5,-7.5,0.42577455,0.57422545,0.0
3,-10.5,-7.0,0.41760804,0.58239196,0.0
3,-10.5,-6.5,0.40948057,0.59051943,0.0
3,-10.5,-6.0,0.40139538,0.59860462,0.0
3,-10.5,-5.5,0.39335561,0.60664439,0.0
3,-10.5,-5.0,0.38536436,0.61463564,0.0
3,-10.5,-4.5,0.37742467,0.62257533,0.0
3,-10.5,-4.0,0.36953948,0.63046052,0.0
3,-10.5,-3.5,0.3617117,0.6382883,0.0
3,-10.5,-3.0,0.35394413,0.64605587,0.0
3,-10.5,-2.5,0.34623951,0.65376049,0.0
3,-10.5,-2.0,0.3386005,0.6613995,0.0
3,-10.5,-1.5,0.33102967,0.66897033,0.0
3,-10.5,-1.0,0.32352952,0.67647048,0.0
3,-10.5,-0.5,0.31610245,0.68389755,0.0
3,-10.0,-20.0,0.63243567,0.35166385,0.01590048
3,-10.0,-19.5,0.62443496,0.35953246,0.01603258
3,-10.0,-19.0,0.61638505,0.36745643,0.01615852
3,-10.0,-18.5,0.6082893,0.37543255,0.01627816
3,-10.0,-18.0,0.60015111,0.38345754,0.01639134
3,-10.0,-17.5,0.59197396,0.3915281,0.01649794
3,-10.0,-17.0,0.58376134,0.39964084,0.01659782
3,-10.0,-16.5,0.57551679,0.40779236,0.01669086
3,-10.0,-16.0,0.56724386,0.41597919,0.01677694
3,-10.0,-15.5,0.55894617,0.42419786,0.01685597
3,-10.0,-15.0,0.55062732,0.43244483,0.01692785
3,-10.0,-14.5,0.54229095,0.44071656,0.01699249
3,-10.0,-14.0,0.53394069,0.44900948,0.01704982
3,-10.0,-13.5,0.52558021,0.45732002,0.01709977
3,-10.0,-13.0,0.51721315,0.46564456,0.01714229
3,-10.0,-12.5,0.50884316,0.47397952,0.01717731
3,-10.0,-12.0,0.5004739,0.48232128,0.01720482
3,-10.0,-11.5,0.49210898,0.49066625,0.01722477
3,-10.0,-11.0,0.48375203,0.49901082,0.01723715
3,-10.0,-10.5,0.47540663,0.50735141,0.01724196
3,-10.0,-10.0,0.46707637,0.51568445,0.01723919
3,-10.0,-9.5,0.45876477,0.52400638,0.01722885
3,-10.0,-9.0,0.45047534,0.53231369,0.01721096
3,-10.0,-8.5,0.44221155,0.54060288,0.01718556
3,-10.0,-8.0,0.43397683,0.54887049,0.01715269
3,-10.0,-7.5,0.42577455,0.55711307,0.01711238
3,-10.0,-7.0,0.41760804,0.56532725,0.01706471
3,-10.0,-6.5,0.40948057,0.57350969,0.01700974
3,-10.0,-6.0,0.40139538,0.58165708,0.01694754
3,-10.0,-5.5,0.39335561,0.58976619,0.0168782
3,-10.0,-5.0,0.38536436,0.59783382,0.01680181
3,-10.0,-4.5,0.37742467,0.60585685,0.01671848
3,-10.0,-4.0,0.36953948,0.6138322,0.01662832
3,-10.0,-3.5,0.3617117,0.62175686,0.01653144
3,-10.0,-3.0,0.35394413,0.6296279,0.01642797
3,-10.0,-2.5,0.34623951,0.63744244,0.01631805
3,-10.0,-2.0,0.3386005,0.6451977,0.0162018
3,-10.0,-1.5,0.33102967,0.65289094,0.01607939
3,-10.0,-1.0,0.32352952,0.66051952,0.01595097
3,-10.0,-0.5,0.31610245,0.66808087,0.01581669
3,-10.0,0.0,0.30875078,0.67557251,0.01567671
3,-9.5,-19.5,0.64046754,0.35953246,0.0
3,-9.5,-19.0,0.63254357,0.36745643,0.0
3,-9.5,-18.5,0.62456745,0.37543255,0.0
3,-9.5,-18.0,0.61654246,0.38345754,0.0
3,-9.5,-17.5,0.6084719,0.3915281,0.0
3,-9.5,-17.0,0.60035916,0.39964084,0.0
3,-9.5,-16.5,0.59220764,0.40779236,0.0
3,-9.5,-16.0,0.58402081,0.41597919,0.0
3,-9.5,-15.5,0.57580214,0.42419786,0.0
3,-9.5,-15.0,0.56755517,0.43244483,0.0
3,-9.5,-14.5,0.55928344,0.44071656,0.0
3,-9.5,-14.0,0.55099052,0.44900948,0.0
3,-9.5,-13.5,0.54267998,0.45732002,0.0
3,-9.5,-13.0,0.53435544,0.46564456,0.0
3,-9.5,-12.5,0.52602048,0.47397952,0.0
3,-9.5,-12.0,0.51767872,0.48232128,0.0
3,-9.5,-11.5,0.50933375,0.49066625,0.0
3,-9.5,-11.0,0.50098918,0.49901082,0.0
3,-9.5,-10.5,0.49264859,0.50735141,0.0
3,-9.5,-10.0,0.48431555,0.51568445,0.0
3,-9.5,-9.5,0.47599362,0.52400638,0.0
3,-9.5,-9.0,0.46768631,0.53231369,0.0
3,-9.5,-8.5,0.45939712,0.54060288,0.0
3,-9.5,-8.0,0.45112951,0.54887049,0.0
3,-9.5,-7.5,0.44288693,0.55711307,0.0
3,-9.5,-7.0,0.43467275,0.56532725,0.0
3,-9.5,-6.5,0.42649031,0.57350969,0.0
3,-9.5,-6.0,0.41834292,0.58165708,0.0
3,-9.5,-5.5,0.41023381,0.58976619,0.0
3,-9.5,-5.0,0.40216618,0.59783382,0.0
3,-9.5,-4.5,0.39414315,0.60585685,0.0
3,-9.5,-4.0,0.3861678,0.6138322,0.0
3,-9.5,-3.5,0.37824314,0.62175686,0.0
3,-9.5,-3.0,0.3703721,0.6296279,0.0
3,-9.5,-2.5,0.36255756,0.63744244,0.0
3,-9.5,-2.0,0.3548023,0.6451977,0.0
3,-9.5,-1.5,0.34710906,0.65289094,0.0
3,-9.5,-1.0,0.33948048,0.66051952,0.0
3,-9.5,-0.5,0.33191913,0.66808087,0.0
3,-9.5,0.0,0.32442749,0.67557251,0.0
3,-9.5,0.5,0.31700797,0.68299203,0.0
3,-9.0,-19.0,0.63254357,0.35336328,0.01409315
3,-9.0,-18.5,0.62456745,0.36122215,0.01421039
3,-9.0,-18.0,0.61654246,0.36913535,0.0143222
3,-9.0,-17.5,0.6084719,0.37709967,0.01442843
3,-9.0,-17.0,0.60035916,0.38511188,0.01452897
3,-9.0,-16.5,0.59220764,0.39316868,0.01462368
3,-9.0,-16.0,0.58402081,0.40126674,0.01471246
3,-9.0,-15.5,0.57580214,0.40940267,0.01479519
3,-9.0,-15.0,0.56755517,0.41757305,0.01487178
3,-9.0,-14.5,0.55928344,0.42577443,0.01494213
3,-9.0,-14.0,0.55099052,0.43400332,0.01500616
3,-9.0,-13.5,0.54267998,0.44225623,0.01506379
3,-9.0,-13.0,0.53435544,0.45052961,0.01511496
3,-9.0,-12.5,0.52602048,0.45881992,0.0151596
3,-9.0,-12.0,0.51767872,0.46712362,0.01519767
3,-9.0,-11.5,0.50933375,0.47543714,0.01522911
3,-9.0,-11.0,0.50098918,0.48375691,0.01525391
3,-9.0,-10.5,0.49264859,0.49207939,0.01527202
3,-9.0,-10.0,0.48431555,0.50040101,0.01528343
3,-9.0,-9.5,0.47599362,0.50871824,0.01528814
3,-9.0,-9.0,0.46768631,0.51702755,0.01528614
3,-9.0,-8.5,0.45939712,0.52532544,0.01527745
3,-9.0,-8.0,0.45112951,0.53360841,0.01526207
3,-9.0,-7.5,0.44288693,0.54187303,0.01524004
3,-9.0,-7.0,0.43467275,0.55011586,0.01521139
3,-9.0,-6.5,0.42649031,0.55833353,0.01517616
3,-9.0,-6.0,0.41834292,0.56652269,0.0151344
3,-9.0,-5.5,0.41023381,0.57468002,0.01508617
3,-9.0,-5.0,0.40216618,0.58280229,0.01503153
3,-9.0,-4.5,0.39414315,0.59088628,0.01497057
3,-9.0,-4.0,0.3861678,0.59892884,0.01490336
3,-9.0,-3.5,0.37824314,0.60692687,0.01482999
3,-9.0,-3.0,0.3703721,0.61487734,0.01475056
3,-9.0,-2.5,0.36255756,0.62277728,0.01466516
3,-9.0,-2.0,0.3548023,0.63062377,0.01457392
3,-9.0,-1.5,0.34710906,0.63841399,0.01447695
3,-9.0,-1.0,0.33948048,0.64614515,0.01437437
3,-9.0,-0.5,0.33191913,0.65381456,0.0142663
3,-9.0,0.0,0.32442749,0.66141961,0.0141529
3,-9.0,0.5,0.31700797,0.66895774,0.01403428
3,-9.0,1.0,0.30966289,0.6764265,0.01391061
3,-8.5,-18.5,0.63877785,0.36122215,0.0
3,-8.5,-18.0,0.63086465,0.36913535,0.0
3,-8.5,-17.5,0.62290033,0.37709967,0.0
3,-8.5,-17.0,0.61488812,0.38511188,0.0
3,-8.5,-16.5,0.60683132,0.39316868,0.0
3,-8.5,-16.0,0.59873326,0.40126674,0.0
3,-8.5,-15.5,0.59059733,0.40940267,0.0
3,-8.5,-15.0,0.58242695,0.41757305,0.0
3,-8.5,-14.5,0.57422557,0.42577443,0.0
3,-8.5,-14.0,0.56599668,0.43400332,0.0
3,-8.5,-13.5,0.55774377,0.44225623,0.0
3,-8.5,-13.0,0.54947039,0.45052961,0.0
3,-8.5,-12.5,0.54118008,0.45881992,0.0
3,-8.5,-12.0,0.53287638,0.46712362,0.0
3,-8.5,-11.5,0.52456286,0.47543714,0.0
3,-8.5,-11.0,0.51624309,0.48375691,0.0
3,-8.5,-10.5,0.50792061,0.49207939,0.0
3,-8.5,-10.0,0.49959899,0.50040101,0.0
3,-8.5,-9.5,0.49128176,0.50871824,0.0
3,-8.5,-9.0,0.48297245,0.51702755,0.0
3,-8.5,-8.5,0.47467456,0.52532544,0.0
3,-8.5,-8.0,0.46639159,0.53360841,0.0
3,-8.5,-7.5,0.45812697,0.54187303,0.0
